database_id	genome_size	CDS	rRNA	repeat_region	tRNA
lactococcus_00048	2375664	2260	7	55
lactococcus_00049	2511332	2522	4	43
lactococcus_00050	2445893	2344	6	53
lactococcus_00051	2427048	2285	19	61
lactococcus_00052	2527313	2421	7	46
lactococcus_00053	2743919	2691	6	54
lactococcus_00054	2175438	2190	4	43
lactococcus_00055	2164799	1992	1	25
lactococcus_00056	2000108	1976	16	59
lactococcus_00057	2245449	2170	4	49
lactococcus_00058	2705276	2695	7	51
lactococcus_00059	2245404	2142	1	40
lactococcus_00060	2505069	2549	9	59
lactococcus_00061	2253704	2281	5	43
lactococcus_00062	2253704	2281	5	43
lactococcus_00063	1958879	1907	4	47
lactococcus_00064	2292235	2211	13	55
lactococcus_00065	2257066	2155	10	55
lactococcus_00066	2265163	2173	3	35
lactococcus_00067	2431289	2640	4	45
lactococcus_00068	2428279	2637	4	51
lactococcus_00069	2203491	2141	3	39
lactococcus_00070	2823671	2823	4	51
lactococcus_00071	2550393	2561	10	58
lactococcus_00072	2498421	2475	6	51
lactococcus_00073	2488699	2438	19	63
lactococcus_00074	1977763	1850	2	28
lactococcus_00075	2599239	2632	7	53
lactococcus_00076	2602750	2623	5	52
lactococcus_00077	2269509	2325	1	43
lactococcus_00078	2600432	2716	8	55
lactococcus_00079	2568019	2700	8	54
lactococcus_00080	2337759	2339	16	53
lactococcus_00081	2752187	2850	20	62
lactococcus_00082	2087705	2042	3	44
lactococcus_00083	2178733	2145	2	49
lactococcus_00084	2164301	2174	4	51
lactococcus_00085	2085932	1970	4	47
lactococcus_00086	2160162	2099	7	50
lactococcus_00087	2068357	1947	5	46
lactococcus_00088	2467613	2499	6	49
lactococcus_00089	2565416	2675	8	54
lactococcus_00090	2730625	2658	19	64
lactococcus_00091	2481572	2512	6	51
lactococcus_00092	2344093	2431	4	44
lactococcus_00093	2521873	2479	6	51
lactococcus_00094	2250427	2303	19	60
lactococcus_00095	1950652	1915	17	60
lactococcus_00096	2488400	2427	6	58
lactococcus_00097	2580418	2611	8	55
lactococcus_00098	2530362	2425	19	63
lactococcus_00099	2547623	2549	4	45
lactococcus_00100	2501550	2605	19	62
lactococcus_00101	2540668	2672	19	62
lactococcus_00102	2497340	2415	5	53
lactococcus_00103	2651253	2556	7	52
lactococcus_00104	2410930	2384	7	50
lactococcus_00105	2473055	2423	6	53
lactococcus_00106	2529478	2580	19	62
lactococcus_00107	2457554	2412	7	52
lactococcus_00108	2615712	2572	6	51
lactococcus_00109	2605340	2569	8	53
lactococcus_00110	2376387	2279	6	52
lactococcus_00111	2477489	2390	6	50
lactococcus_00112	2463397	2360	6	61
lactococcus_00113	2518737	2495	19	63
lactococcus_00114	2576542	2549	3	21
lactococcus_00115	2611420	2550	4	42
lactococcus_00116	2366759	2297	6	57
lactococcus_00117	2635654	2551	19	67
lactococcus_00118	2542029	2539	19	61
lactococcus_00119	2390386	2456	20	61
lactococcus_00120	2639081	2583	19	68
lactococcus_00121	2392956	2339	6	54
lactococcus_00122	2478748	2443	5	54
lactococcus_00123	2290177	2274	2	43
lactococcus_00124	2309994	2213			30
lactococcus_00125	2361322	2311	1	43
lactococcus_00126	2397176	2266	7	50
lactococcus_00127	2058608	1928			34
lactococcus_00128	2149860	2002			25
lactococcus_00129	2171614	2024	1	27
lactococcus_00130	2038952	1951	4	47
lactococcus_00131	2171472	2136	28	67
lactococcus_00132	2573719	2584	9	56
lactococcus_00133	2452616	2568	19	60
lactococcus_00134	2213917	2164	3	36
lactococcus_00135	2680416	2613	19	67
lactococcus_00136	2368671	2376	16	56
lactococcus_00137	2052312	2033	4	46
lactococcus_00138	2500964	2422	5	54
lactococcus_00139	2597939	2509	5	51
lactococcus_00140	2179192	2122	2	28
lactococcus_00141	2618823	2787	8	54
lactococcus_00142	2586136	2638	6	52
lactococcus_00143	2313191	2258	4	55
lactococcus_00144	1982357	1912	4	45
lactococcus_00145	2242863	2190	4	42
lactococcus_00146	2361020	2225	6	54
lactococcus_00147	2613255	2633	12	66
lactococcus_00148	2658562	2678	7	51
lactococcus_00149	2619218	2617	7	56
lactococcus_00150	2463410	2435	4	39
lactococcus_00151	2574437	2677	20	62
lactococcus_00152	2486488	2559	19	61
lactococcus_00153	2514221	2482	6	52
lactococcus_00154	2349253	2415	4	51
lactococcus_00155	2323200	2409	5	38
lactococcus_00156	2580938	2690	9	53
lactococcus_00157	2365589	2383	19	61
lactococcus_00158	2553575	2538	4	51
lactococcus_00159	2414663	2285	17	62
lactococcus_00160	2439471	2371	5	52
lactococcus_00161	2530294	2577	19	62
lactococcus_00162	2548952	2515	6	53
lactococcus_00163	2363031	2240	4	48
lactococcus_00164	2593344	2605	19	61
lactococcus_00165	2398091	2247	19	61
lactococcus_00166	2336037	2243	7	52
lactococcus_00167	2684299	2620	6	58
lactococcus_00168	2475932	2371	6	55
lactococcus_00169	2725206	2929	10	59
lactococcus_00170	2607675	2636	22	69
lactococcus_00171	2459217	2475	18	60
lactococcus_00172	2023118	1991	2	37
lactococcus_00173	2473496	2442	1	33
lactococcus_00174	2248281	2195	1	41
lactococcus_00175	2193146	2163	1	47
lactococcus_00176	2025889	1999	1	47
lactococcus_00177	1952829	1956	1	47
lactococcus_00178	2009315	1952			24
lactococcus_00179	2488720	2475	4	46
lactococcus_00180	1734781	1667	4	45
lactococcus_00181	2240135	2273	9	53
lactococcus_00182	2043653	2014	7	51
lactococcus_00183	2758410	2647	19	66
lactococcus_00184	2696018	2678	19	62
lactococcus_00185	2221386	2256	8	54
lactococcus_00186	2273230	2226	19	63
lactococcus_00187	2075869	2021	4	38
streptococcus_00001	2106508	1964	1	35
streptococcus_04801	2093424	2055	9	53
streptococcus_07201	2070804	2018	3	36
streptococcus_00002	2141775	1968			29
streptococcus_04802	2126695	2053	3	80
streptococcus_07202	2093464	2028	3	37
streptococcus_00003	1799853	1714	3	26
streptococcus_04803	2039286	1982	3	80
streptococcus_07203	2084911	2078	3	38
streptococcus_00004	2176728	2106	4	46
streptococcus_04804	1800574	1830	1	35
streptococcus_07204	2120445	2042	3	40
streptococcus_00005	1846241	1778			32
streptococcus_04805	1803256	1831	3	35
streptococcus_00006	2144746	1967	18	63
streptococcus_07205	2159056	2152	4	36
streptococcus_04806	1801741	1831	2	38
streptococcus_00007	2023580	1875	13	84
streptococcus_07206	2100767	2064	3	38
streptococcus_04807	1805087	1831	6	37
streptococcus_07207	2145584	2057	5	43
streptococcus_04808	2125036	2060	6	31
streptococcus_00008	2095569	1873	3	29
streptococcus_07208	2151650	2099	3	35
streptococcus_00009	1972424	1897	3	49
streptococcus_04809	1800170	1835	3	38
streptococcus_04810	1796458	1831	3	30
streptococcus_00010	2460376	2467	3	42
streptococcus_07209	2142787	2077	4	36
streptococcus_04811	1799193	1830	3	32
streptococcus_07210	2189970	2154	3	35
streptococcus_00011	2384128	2148	12	53
streptococcus_04812	1802303	1830	6	15
streptococcus_07211	2162168	2166	3	36
streptococcus_00012	2289031	2265	2	31
streptococcus_04813	1797204	1835	3	16
streptococcus_07212	2195691	2195	3	35
streptococcus_04814	1800125	1834	3	38
streptococcus_00013	2019516	1948	2	29
streptococcus_07213	2079135	2102	3	36
streptococcus_04815	2167507	2149	6	37
streptococcus_00014	2085051	1914	1	26
streptococcus_07214	2166557	2179	4	37
streptococcus_04816	1800209	1835	3	37
streptococcus_00015	2136893	1967			28
streptococcus_04817	1800803	1835	3	48
streptococcus_07215	2136500	2106	3	38
streptococcus_00016	2100658	2069	4	31
streptococcus_04818	2075377	2027	3	34
streptococcus_07216	2132408	2105	3	38
streptococcus_00017	2125481	1984			31
streptococcus_04819	2016295	1971	3	25
streptococcus_07217	2085856	2082	3	34
streptococcus_00018	2083613	1921	3	28
streptococcus_04820	2311094	2263	21	79
streptococcus_00019	1986332	1853	3	19
streptococcus_07218	2130952	2130	4	37
streptococcus_04821	2202027	2220	2	30
streptococcus_00020	1762993	1663	6	28
streptococcus_07219	2142918	2105	3	38
streptococcus_00021	2074680	1937			24
streptococcus_04822	2103640	2069	11	48
streptococcus_07220	2104303	2080	3	35
streptococcus_00022	2073661	1896			26
streptococcus_04823	2138160	2098	2	34
streptococcus_07221	2147691	2112	3	36
streptococcus_00023	2053482	1903			23
streptococcus_04824	2145478	2134	9	34
streptococcus_07222	2148136	2109	3	36
streptococcus_00024	2099887	2084	4	43
streptococcus_04825	2095875	2084	2	44
streptococcus_07223	2081647	2059	4	37
streptococcus_00025	2179910	1980	3	36
streptococcus_04826	2092071	2016	21	80
streptococcus_07224	2113565	2082	3	38
streptococcus_00026	2098647	1974	18	69
streptococcus_04827	2195492	2161	3	30
streptococcus_07225	2076209	2069	3	34
streptococcus_00027	2145044	2106	4	57
streptococcus_04828	2091144	2056	3	55
streptococcus_07226	2193323	2210	3	37
streptococcus_00028	2102096	2107	3	33
streptococcus_04829	2155825	2119	5	55
streptococcus_07227	2223815	2237	3	38
streptococcus_00029	2111372	1988	3	34
streptococcus_04830	2188010	2149	3	48
streptococcus_07228	2096636	2088	3	38
streptococcus_00030	2042421	1928	3	49
streptococcus_04831	2054403	2027	3	53
streptococcus_07229	2131144	2073	3	35
streptococcus_00031	2121511	2013	18	44
streptococcus_04832	2100872	2070	3	50
streptococcus_07230	2130012	2112	3	37
streptococcus_00032	2021307	1984	4	35
streptococcus_04833	2061449	2017	3	52
streptococcus_07231	2060764	2000	3	38
streptococcus_00033	2143759	2086	3	38
streptococcus_04834	2051294	2030	4	46
streptococcus_07232	2039978	1995	3	42
streptococcus_00034	2262337	2064	6	36
streptococcus_04835	2033387	1988	3	50
streptococcus_07233	2096605	2050	3	36
streptococcus_00035	1916995	1896	3	40
streptococcus_04836	2181976	2159	3	49
streptococcus_07234	2100839	2094	3	37
streptococcus_00036	2107560	2100	3	38
streptococcus_04837	2098773	2079	3	50
streptococcus_07235	2100602	2059	3	36
streptococcus_00037	2326340	2213	3	49
streptococcus_04838	1971392	1911	4	52
streptococcus_07236	2055632	1995	3	37
streptococcus_04839	2057352	2010	4	50
streptococcus_00038	2268674	2178	6	35
streptococcus_07237	2145954	2105	4	37
streptococcus_04840	2059317	2022	4	40
streptococcus_00039	2429261	2334	3	47
streptococcus_07238	2064960	2038	3	38
streptococcus_04841	2174484	2137	3	50
streptococcus_00040	2026543	1924	13	66
streptococcus_07239	2206259	2184	4	39
streptococcus_04842	2025173	2003	3	49
streptococcus_00041	2093215	1961	3	44
streptococcus_07240	2078453	2057	3	36
streptococcus_04843	1939773	1879	7	52
streptococcus_00042	2133496	2162	12	58
streptococcus_07241	2079006	2043	3	37
streptococcus_04844	1989315	1920	6	49
streptococcus_00043	2119985	2116	3	39
streptococcus_07242	2087317	2047	3	40
streptococcus_04845	2116736	2113	3	49
streptococcus_00044	2159519	2129	4	61
streptococcus_07243	2095291	2044	3	37
streptococcus_04846	2061168	2020	3	50
streptococcus_00045	2319451	2213	4	47
streptococcus_07244	2127075	2103	3	38
streptococcus_04847	2089808	2040	4	50
streptococcus_07245	2151140	2123	3	35
streptococcus_00046	2162983	1982	3	34
streptococcus_04848	2181302	2138	3	52
streptococcus_07246	2088867	2059	3	36
streptococcus_04849	2057436	2007	4	44
streptococcus_00047	2128457	2094	3	41
streptococcus_07247	2121116	2064	3	37
streptococcus_04850	2030982	1999	3	43
streptococcus_00048	2128555	1955	4	41
streptococcus_07248	2093626	2091	4	35
streptococcus_04851	2180488	2161	3	48
streptococcus_00049	2052401	1939	3	32
streptococcus_07249	2097831	2062	3	45
streptococcus_04852	2058167	2012	4	53
streptococcus_00050	2142411	2118	3	42
streptococcus_07250	2059647	2027	3	35
streptococcus_04853	2017004	1990	3	51
streptococcus_00051	2111233	1923	3	37
streptococcus_07251	2103290	2071	3	38
streptococcus_04854	2063694	2004	5	51
streptococcus_00052	1965509	1831	4	28
streptococcus_04855	2015765	1960	4	51
streptococcus_07252	2106622	2075	4	38
streptococcus_00053	2037184	1906	2	27
streptococcus_04856	2056980	2008	4	52
streptococcus_00054	2087806	1985	3	46
streptococcus_07253	2143314	2120	3	35
streptococcus_04857	2036482	1970	6	50
streptococcus_00055	2160291	2121	3	45
streptococcus_07254	2039744	2014	3	37
streptococcus_04858	2053782	2036	4	54
streptococcus_00056	2132746	2106	3	43
streptococcus_07255	2163272	2149	3	38
streptococcus_04859	2026213	1989	3	56
streptococcus_00057	2108398	2032	3	41
streptococcus_07256	2008359	1948	3	36
streptococcus_04860	2178791	2143	3	44
streptococcus_00058	2052377	1943	4	48
streptococcus_07257	2090125	2069	3	37
streptococcus_04861	2108481	2059	3	50
streptococcus_00059	2188923	1992	18	68
streptococcus_07258	2035871	1961	3	35
streptococcus_04862	1929726	1874	3	50
streptococcus_07259	2191090	2196	4	40
streptococcus_00060	2295542	2085	4	46
streptococcus_04863	2082331	2084	3	32
streptococcus_07260	2180394	2138	4	45
streptococcus_00061	1935662	1931	12	60
streptococcus_04864	2055151	2019	3	52
streptococcus_07261	2119537	2128	3	44
streptococcus_00062	2230670	2262	12	58
streptococcus_04865	2181217	2124	4	48
streptococcus_07262	2123502	2098	5	37
streptococcus_00063	2190985	2064	3	46
streptococcus_04866	2075841	2081	5	37
streptococcus_07263	2106851	2087	3	41
streptococcus_00064	2107661	2057	4	32
streptococcus_04867	2054892	1999	3	59
streptococcus_07264	2059257	2003	3	37
streptococcus_00065	1944576	1792	19	57
streptococcus_04868	2050937	1979	3	41
streptococcus_07265	2167168	2180	3	37
streptococcus_00066	2096121	2014	5	45
streptococcus_04869	2025169	1958	3	44
streptococcus_07266	2080861	2059	3	34
streptococcus_00067	2190856	2023	7	53
streptococcus_04870	2043037	2000	3	42
streptococcus_07267	2135237	2063	3	38
streptococcus_00068	2138805	1946	18	68
streptococcus_04871	2043176	2002	3	42
streptococcus_07268	2161992	2157	3	34
streptococcus_00069	2111510	1978	3	33
streptococcus_04872	1952174	1889	4	42
streptococcus_07269	2127159	2114	3	36
streptococcus_00070	1999273	2019	1	48
streptococcus_04873	1958858	1883	4	50
streptococcus_07270	2195999	2216	3	39
streptococcus_00071	2020482	2040	7	39
streptococcus_04874	2023138	1986	4	42
streptococcus_07271	2102725	2065	3	37
streptococcus_00072	2198648	2049	18	67
streptococcus_04875	2122955	2098	3	44
streptococcus_07272	2047916	2019	3	37
streptococcus_04876	2007414	1944	4	42
streptococcus_00073	2358342	2349	6	54
streptococcus_07273	2106102	2095	3	37
streptococcus_04877	2037569	1995	3	43
streptococcus_00074	2098717	2056	2	32
streptococcus_04878	2093230	2030	4	42
streptococcus_07274	2049218	1989	3	37
streptococcus_00075	1885802	1794	10	59
streptococcus_07275	2090949	2063	4	36
streptococcus_04879	1995035	1949	3	43
streptococcus_00076	1741734	1702	3	36
streptococcus_04880	2030769	1963	3	44
streptococcus_07276	2177558	2124	3	37
streptococcus_00077	2312671	2200	3	49
streptococcus_04881	2027662	1964	3	44
streptococcus_07277	2080411	2058	3	34
streptococcus_00078	1882671	1841	4	43
streptococcus_04882	2040902	2005	4	32
streptococcus_07278	2134294	2128	6	40
streptococcus_00079	2132498	2018	4	43
streptococcus_04883	2001495	1981	3	35
streptococcus_07279	1996715	1959	3	36
streptococcus_00080	1793521	1774	21	69
streptococcus_04884	2052181	2044	2	36
streptococcus_07280	2126732	2107	3	38
streptococcus_00081	1879803	1824	4	43
streptococcus_04885	2118675	2092	9	35
streptococcus_07281	2154661	2124	3	35
streptococcus_00082	2025881	1940	15	59
streptococcus_04886	2094401	2067	8	35
streptococcus_07282	2046134	1984	3	41
streptococcus_00083	1886668	1766	4	54
streptococcus_04887	2137947	2132	3	31
streptococcus_00084	1502400	1417	5	49
streptococcus_07283	2073752	2049	3	37
streptococcus_00085	2224000	2137	12	61
streptococcus_04888	1984255	1933	6	42
streptococcus_07284	2077991	2043	3	38
streptococcus_04889	2165493	2178	4	37
streptococcus_00086	2029162	1967	4	31
streptococcus_07285	2046987	1985	3	38
streptococcus_04890	2139667	2114	4	38
streptococcus_00087	2133594	1991	3	33
streptococcus_07286	2038059	2001	3	40
streptococcus_00088	2275471	2105	12	57
streptococcus_07287	2170208	2183	3	36
streptococcus_04891	2148329	2154	4	37
streptococcus_04892	2008234	2003	3	37
streptococcus_07288	2100020	2098	4	42
streptococcus_00089	2177169	1971	3	43
streptococcus_04893	2045540	2028	4	35
streptococcus_07289	2112175	2090	3	38
streptococcus_00090	2217529	2012	6	35
streptococcus_04894	2001620	1961	3	36
streptococcus_07290	2167254	2115	3	36
streptococcus_00091	1862188	1812	4	19
streptococcus_04895	2041877	1994	8	41
streptococcus_00092	2012234	2028	1	43
streptococcus_07291	2117333	2109	3	38
streptococcus_04896	2110578	2106	3	34
streptococcus_00093	2166763	2059	4	46
streptococcus_07292	2034746	1983	3	40
streptococcus_04897	2062592	2030	10	39
streptococcus_07293	2011176	1944	4	36
streptococcus_00094	1975829	1972	5	49
streptococcus_04898	2171446	2159	7	43
streptococcus_00095	2080372	2098	10	47
streptococcus_07294	2061382	2043	3	34
streptococcus_04899	2032574	1975	7	43
streptococcus_00096	2042705	2029	2	34
streptococcus_07295	2102127	2087	3	40
streptococcus_04900	2162639	2164	5	37
streptococcus_00097	2321251	2117	4	29
streptococcus_07296	2062534	2051	4	44
streptococcus_04901	1970687	1927	2	35
streptococcus_07297	2075429	2043	3	34
streptococcus_00098	1887340	1923	3	42
streptococcus_04902	2068280	2008	3	17
streptococcus_00099	2364566	2296	3	35
streptococcus_07298	2084680	2050	4	34
streptococcus_04903	2192737	2146	4	28
streptococcus_07299	2040788	1991	3	37
streptococcus_00100	2235189	2116	3	37
streptococcus_04904	2031615	1996	3	16
streptococcus_07300	2116103	2111	3	35
streptococcus_00101	1991156	1981	12	60
streptococcus_04905	2024692	1938	4	31
streptococcus_07301	2037207	1959	3	36
streptococcus_00102	2130034	2133	18	70
streptococcus_04906	2194675	2144	3	84
streptococcus_07302	2138672	2151	6	39
streptococcus_00103	1974692	1956	21	71
streptococcus_04907	2102269	2060	4	53
streptococcus_07303	2071034	2024	3	36
streptococcus_00104	2120682	1983	3	34
streptococcus_04908	2030833	1978	3	63
streptococcus_07304	2055192	2020	3	32
streptococcus_00105	1700082	1674	3	35
streptococcus_04909	2090292	2055	18	74
streptococcus_07305	2185653	2142	3	37
streptococcus_00106	1926242	1904	3	38
streptococcus_04910	2133765	2099	3	65
streptococcus_07306	2187194	2195	3	37
streptococcus_00107	2121309	2005	12	60
streptococcus_04911	2085316	2050	3	29
streptococcus_07307	2202634	2196	3	38
streptococcus_00108	2020585	1972	1	31
streptococcus_04912	2084436	2031	3	54
streptococcus_07308	2128209	2089	3	37
streptococcus_00109	2131549	2103	3	32
streptococcus_04913	2200746	2178	3	63
streptococcus_07309	2062834	2010	3	36
streptococcus_00110	2103444	2049	3	30
streptococcus_04914	2094818	2033	3	76
streptococcus_07310	1990276	1920	3	39
streptococcus_00111	2028369	1893	9	44
streptococcus_04915	2071360	2050	4	39
streptococcus_07311	2167271	2116	4	36
streptococcus_00112	2296927	2178	12	59
streptococcus_04916	2133836	2119	8	43
streptococcus_07312	2076355	2062	3	35
streptococcus_00113	1927770	1803	1	40
streptococcus_04917	2074656	2058	4	37
streptococcus_07313	2029065	1949	3	37
streptococcus_00114	1983724	1870	3	28
streptococcus_04918	2103592	2071	4	44
streptococcus_07314	2071407	2054	3	37
streptococcus_00115	2092032	1976	9	38
streptococcus_04919	2082945	2051	3	41
streptococcus_07315	2064450	2028	3	37
streptococcus_00116	2197447	2085	8	57
streptococcus_04920	2068836	2053	3	32
streptococcus_07316	2217216	2225	3	38
streptococcus_00117	2154796	2055	12	59
streptococcus_04921	2129829	2106	3	43
streptococcus_07317	2088775	2019	3	33
streptococcus_04922	2095842	2093	4	45
streptococcus_00118	2122284	2108	15	65
streptococcus_07318	2147904	2142	3	40
streptococcus_04923	2057151	2066	3	33
streptococcus_00119	1785489	1676	1	36
streptococcus_07319	2241379	2233	3	37
streptococcus_04924	2199705	2205	3	36
streptococcus_00120	1967326	2013	3	36
streptococcus_07320	2078931	2063	3	38
streptococcus_00121	2124389	2125	4	23
streptococcus_04925	2153365	2153	3	33
streptococcus_07321	2121319	2087	3	39
streptococcus_00122	2186113	2060	3	38
streptococcus_04926	2071216	2039	3	41
streptococcus_07322	2076099	2044	3	34
streptococcus_04927	2051804	2018	3	39
streptococcus_00123	2071732	2026	3	34
streptococcus_07323	2087690	2058	3	37
streptococcus_04928	2096210	2091	3	48
streptococcus_00124	2125828	2091	3	42
streptococcus_07324	2150580	2138	3	36
streptococcus_04929	2049146	2032	3	33
streptococcus_00125	2123747	2082	3	42
streptococcus_07325	2092365	2047	3	39
streptococcus_04930	2084937	2118	3	48
streptococcus_00126	1948865	1897	3	46
streptococcus_07326	2104783	2093	3	37
streptococcus_04931	2035746	2001	3	46
streptococcus_00127	2282977	2193	5	46
streptococcus_07327	2060684	2024	3	38
streptococcus_04932	2051823	2032	3	36
streptococcus_00128	2093242	2061	12	58
streptococcus_07328	2091689	2061	3	41
streptococcus_04933	2091732	2087	3	36
streptococcus_00129	2233640	2190	12	58
streptococcus_07329	2122215	2111	3	41
streptococcus_04934	2061308	2036	3	49
streptococcus_00130	2066791	2026	5	40
streptococcus_07330	2096437	2038	3	35
streptococcus_04935	2067987	2081	3	33
streptococcus_00131	2133472	2133	3	52
streptococcus_07331	2059364	2028	3	38
streptococcus_04936	2052785	2039	3	37
streptococcus_00132	2132262	2107	3	38
streptococcus_07332	2131300	2058	3	34
streptococcus_04937	2055680	2029	3	45
streptococcus_00133	2133453	2096	3	46
streptococcus_07333	2061788	2000	3	41
streptococcus_04938	2094752	2069	3	43
streptococcus_00134	2200516	2044	6	53
streptococcus_07334	2063621	2000	3	39
streptococcus_04939	2016220	1939	3	33
streptococcus_00135	2260988	2061	5	45
streptococcus_04940	2066580	2009	3	27
streptococcus_07335	2101592	2058	3	39
streptococcus_00136	2503958	2338	5	46
streptococcus_04941	1977109	1923	3	26
streptococcus_07336	2074356	2011	3	37
streptococcus_04942	2110346	2095	3	40
streptococcus_07337	2084154	2062	3	37
streptococcus_00137	2488071	2337	5	40
streptococcus_04943	2054486	2017	3	44
streptococcus_07338	2095651	2088	3	38
streptococcus_00138	2532788	2387	5	45
streptococcus_04944	2021396	1982	3	43
streptococcus_07339	2092261	2053	3	36
streptococcus_00139	2288661	2184	3	35
streptococcus_04945	2094623	2061	4	44
streptococcus_07340	2103387	2082	3	37
streptococcus_00140	2148845	2119	5	53
streptococcus_04946	2046129	2018	5	43
streptococcus_07341	2120136	2102	3	42
streptococcus_00141	2094752	1996	18	62
streptococcus_04947	2125517	2102	12	58
streptococcus_07342	2120764	2117	3	39
streptococcus_00142	1854976	1774	3	40
streptococcus_04948	2102502	2016	6	44
streptococcus_07343	2105474	2068	3	39
streptococcus_00143	2176773	2082	4	34
streptococcus_04949	2121989	2049	3	37
streptococcus_07344	2100291	2089	5	38
streptococcus_00144	2122391	2085	3	40
streptococcus_04950	2124509	2095	3	39
streptococcus_07345	2036726	1995	3	36
streptococcus_00145	2050657	1999	3	59
streptococcus_07346	2113928	2095	3	38
streptococcus_04951	2145551	2096	12	58
streptococcus_00146	2126494	2083	4	49
streptococcus_07347	2090868	2061	3	39
streptococcus_04952	2085375	2029	15	72
streptococcus_00147	2551865	2402	5	46
streptococcus_07348	2067493	1998	3	37
streptococcus_04953	2354430	2349	12	59
streptococcus_00148	1975266	1821	15	58
streptococcus_07349	2098388	2045	3	35
streptococcus_04954	2169054	2140	12	59
streptococcus_07350	2128185	2093	3	34
streptococcus_00149	1797051	1704	4	37
streptococcus_04955	2054745	2037	12	58
streptococcus_00150	2229964	2146	3	34
streptococcus_07351	2009099	1993	4	37
streptococcus_04956	2032795	1979	12	58
streptococcus_00151	2164807	1938	26	70
streptococcus_07352	2062518	2058	4	37
streptococcus_04957	2249195	2279	12	59
streptococcus_07353	2076086	2030	4	34
streptococcus_00152	2287774	2246	12	58
streptococcus_04958	2130918	2098	3	41
streptococcus_07354	2168719	2138	3	38
streptococcus_00153	1863305	1775	6	32
streptococcus_04959	2133084	2087	3	20
streptococcus_07355	2071027	2055	3	38
streptococcus_00154	1982721	1839	8	30
streptococcus_04960	2027324	1968	3	28
streptococcus_07356	2164632	2174	5	41
streptococcus_00155	1924513	1893	12	60
streptococcus_04961	2092532	2057	5	44
streptococcus_07357	2063837	2010	3	37
streptococcus_00156	2148445	2109	3	45
streptococcus_04962	2188259	2210	3	41
streptococcus_07358	2193314	2188	3	34
streptococcus_00157	2131313	1969	15	44
streptococcus_04963	2040265	1977	3	42
streptococcus_07359	2081692	2077	5	39
streptococcus_00158	1946641	1891	3	30
streptococcus_04964	1936266	1855	3	27
streptococcus_07360	2080567	2039	3	31
streptococcus_00159	2123014	2019	3	52
streptococcus_04965	2138258	2085	3	38
streptococcus_07361	2115773	2107	3	39
streptococcus_00160	2112393	2002	3	30
streptococcus_04966	2178819	2139	5	43
streptococcus_07362	2047409	1983	3	36
streptococcus_00161	2189987	2065	2	38
streptococcus_04967	2052191	2004	4	44
streptococcus_07363	2110777	2064	3	35
streptococcus_00162	1949554	1858	5	49
streptococcus_04968	1989385	1981	3	36
streptococcus_07364	2137994	2112	3	43
streptococcus_00163	2226853	2050	3	32
streptococcus_04969	2114078	2111	4	37
streptococcus_07365	2091709	2068	5	37
streptococcus_00164	1975601	1919	18	69
streptococcus_04970	1992758	1977	3	44
streptococcus_07366	2116787	2080	3	34
streptococcus_00165	2335382	2227	3	35
streptococcus_04971	2039937	1979	4	42
streptococcus_07367	2120641	2078	3	35
streptococcus_04972	2109891	2073	4	40
streptococcus_00166	1965746	1908	6	41
streptococcus_07368	2111202	2089	3	38
streptococcus_04973	2250804	2261	4	43
streptococcus_00167	1927889	1891	3	41
streptococcus_07369	2131485	2134	3	36
