gene_number	group1	group2	group3	group4	group5	group6	group7	group8
gene_832	1.00000	0.71647	0.69231	0.31983	0.06788	0.03203	1.00000	0.05111	
gene_833	0.85884	0.45359	0.93300	1.00000	0.21649	1.00000	0.82353	0.21113	
gene_834	0.31095	0.08716	0.58537	1.00000	0.65982	0.04366	0.73226	1.00000	
gene_835	1.00000	0.41899	0.93300	1.00000	0.12978	0.01544	1.00000	0.56535	
gene_836	0.33562	0.01550	1.00000	1.00000	1.00000	0.30409	1.00000	0.11009	
gene_837	1.00000	0.20587	1.00000	1.00000	0.26721	0.09291	0.38889	0.90765	
gene_838	1.00000	0.84120	1.00000	1.00000	0.18310	0.92451	0.52450	0.14356	
gene_839	0.38095	1.00000	0.81818	0.93413	0.80541	0.03304	0.42874	1.00000	
gene_840	1.00000	0.30887	1.00000	0.94567	0.26851	1.00000	1.00000	1.00000	
gene_841	1.00000	1.00000	1.00000	0.66497	0.80092	0.01750	0.30640	0.15898	
gene_842	0.52737	0.94499	0.93300	0.87640	1.00000	0.03410	0.40580	1.00000	
gene_843	0.60606	0.91331	0.37725	1.00000	1.00000	0.00377	0.38889	1.00000	
gene_844	0.82928	1.00000	0.62609	1.00000	1.00000	0.17224	1.00000	0.22092	
gene_845	0.94777	1.00000	1.00000	1.00000	0.24988	0.46310	1.00000	0.25199	
gene_846	1.00000	0.16152	1.00000	1.00000	0.24060	0.11467	0.59967	0.27871	
gene_847	1.00000	0.42767	1.00000	0.60241	0.37639	0.13891	1.00000	0.30150	
gene_848	0.94777	0.63147	1.00000	1.00000	0.28668	0.02379	1.00000	0.11836	
gene_849	1.00000	0.88570	0.75000	0.51195	0.36080	1.00000	0.78691	0.58692	
gene_850	0.94777	0.18794	0.75000	0.55351	1.00000	0.00619	0.16095	0.30615	
gene_851	1.00000	0.85458	0.90000	0.75188	0.13074	0.18955	0.30666	0.09007	
gene_852	1.00000	0.23643	1.00000	1.00000	0.40054	0.10201	0.58993	0.36194	
gene_853	1.00000	1.00000	0.48696	1.00000	0.80767	0.02491	0.90329	1.00000	
gene_854	0.93578	0.00616	1.00000	0.63025	0.38895	0.60893	1.00000	0.07038	
gene_855	0.46251	0.64549	0.90000	1.00000	0.33338	0.02544	1.00000	1.00000	
gene_856	1.00000	0.02005	1.00000	1.00000	0.43650	0.04673	1.00000	0.51094	
gene_857	0.40049	0.64549	1.00000	1.00000	0.01507	0.07936	0.83200	0.63856	
gene_858	0.75472	0.85089	0.21347	1.00000	0.34958	0.02028	0.90329	1.00000	
gene_859	0.51928	1.00000	0.87442	0.87640	1.00000	0.02251	0.33955	1.00000	
gene_860	0.60195	0.19200	0.90000	1.00000	0.08616	0.02065	1.00000	0.38660	
gene_861	1.00000	0.80426	1.00000	1.00000	0.04548	0.02221	0.67902	0.02822	
gene_862	0.59540	0.12653	0.81328	0.52174	1.00000	0.01115	0.64082	0.77125	
gene_863	0.27231	0.93657	0.31879	0.77382	0.15206	0.13508	0.35582	1.00000	
gene_864	0.52737	0.68085	1.00000	1.00000	1.00000	0.34028	0.90329	0.26924	
gene_865	0.18332	0.35978	1.00000	1.00000	0.09073	1.00000	1.00000	0.52744	
gene_866	1.00000	0.11635	1.00000	1.00000	1.00000	0.19549	1.00000	0.23773	
gene_867	0.82589	0.56965	0.93300	1.00000	0.45030	0.02486	1.00000	0.06655	
gene_868	0.22273	1.00000	0.64286	0.81848	1.00000	0.01994	0.13595	1.00000	
gene_869	1.00000	0.68411	0.57029	1.00000	0.05720	0.01674	0.58993	0.37330	
gene_870	1.00000	1.00000	0.58537	0.56497	0.12461	0.13697	0.05239	0.14670	
gene_871	1.00000	0.97497	0.40032	1.00000	0.00636	0.15020	0.35897	1.00000	
gene_872	1.00000	0.75051	1.00000	1.00000	0.96372	0.00898	1.00000	0.16281	
gene_873	1.00000	1.00000	1.00000	1.00000	0.05918	0.92451	0.31930	0.65949	
gene_874	0.87932	0.65158	0.82276	0.75188	0.90957	0.02436	1.00000	1.00000	
gene_875	0.22824	0.97353	0.53731	1.00000	0.39454	1.00000	1.00000	0.10589	
gene_876	0.16899	0.01325	0.93300	1.00000	0.24211	0.30415	1.00000	0.12215	
gene_877	1.00000	0.15560	0.36735	1.00000	0.93535	0.01250	0.42375	0.08377	
gene_878	1.00000	1.00000	0.69203	0.94567	0.48999	0.10584	0.59967	0.04822	
gene_879	1.00000	0.27233	0.76840	1.00000	1.00000	0.14695	1.00000	0.11284	
gene_880	0.32078	0.00706	0.93300	1.00000	0.10765	0.55381	1.00000	0.08616	
gene_881	0.28059	1.00000	0.90000	0.69274	0.10954	0.19866	0.20527	1.00000	
gene_882	1.00000	1.00000	0.50704	1.00000	0.87022	0.02961	0.24779	0.15596	
gene_883	0.93578	1.00000	0.94419	1.00000	0.63295	1.00000	1.00000	0.09285	
gene_884	0.23403	0.04887	1.00000	1.00000	0.02959	0.24435	1.00000	0.71959	
gene_885	0.82003	0.55964	0.75000	1.00000	0.87856	0.00708	1.00000	0.04753	
gene_886	0.55932	1.00000	0.93300	0.60241	0.18124	0.10564	0.25379	0.83679	
gene_887	1.00000	1.00000	1.00000	0.94567	0.22150	0.18797	0.36992	1.00000	
gene_888	1.00000	0.57414	0.57029	1.00000	0.95264	0.02971	0.74733	0.04936	
gene_889	1.00000	0.67079	0.64286	0.93413	0.71411	0.01579	0.83092	0.51018	
gene_890	1.00000	1.00000	1.00000	1.00000	0.36055	0.43927	0.21163	0.07505	
gene_891	0.78160	1.00000	0.93300	1.00000	1.00000	0.40181	0.50827	0.01085	
gene_892	0.41522	0.20485	0.67290	0.43103	1.00000	0.01045	0.56347	0.83693	
gene_893	1.00000	0.27252	1.00000	1.00000	0.19122	0.27660	0.78691	0.20052	
gene_894	0.78463	1.00000	1.00000	1.00000	0.05874	0.01030	0.47150	0.08010	
gene_895	0.70588	0.81702	0.93300	1.00000	0.92997	0.48257	0.22760	0.18651	
gene_896	0.67327	0.24755	0.93300	1.00000	0.82727	0.00374	1.00000	0.05526	
gene_897	1.00000	0.48506	1.00000	0.67720	0.06974	0.03471	1.00000	0.05298	
gene_898	1.00000	0.48103	0.93300	1.00000	0.02716	0.05772	1.00000	0.15447	
gene_899	0.94777	0.13913	1.00000	0.56497	0.28103	0.02391	1.00000	0.04343	
gene_900	0.93578	1.00000	0.65317	0.69444	0.11524	0.08736	1.00000	0.04744	
gene_901	0.57642	0.02850	0.76840	1.00000	0.29107	1.00000	1.00000	0.08827	
gene_902	1.00000	0.30110	1.00000	1.00000	0.09756	0.01570	1.00000	0.16008	
gene_903	0.23974	0.97711	1.00000	0.73378	0.44632	0.07915	0.28549	0.16008	
gene_904	0.33562	0.00027	0.87442	1.00000	0.69320	0.43141	1.00000	0.06744	
gene_905	1.00000	0.26542	1.00000	1.00000	0.90861	0.01707	1.00000	0.58480	
gene_906	1.00000	1.00000	0.37725	1.00000	0.12315	0.43292	0.53244	0.32117	
gene_907	0.46676	0.23128	0.65317	0.46012	1.00000	0.01018	0.22889	0.37662	
gene_908	0.24183	1.00000	0.18129	0.89694	0.13826	0.10610	0.18071	0.00906	
gene_909	0.90073	0.24646	1.00000	0.48465	0.10615	0.22593	1.00000	0.05728	
gene_910	0.85884	0.62393	1.00000	1.00000	0.01323	0.40084	0.16126	0.08539	
gene_911	1.00000	0.14198	1.00000	1.00000	0.12624	0.00357	0.33061	0.39497	
gene_912	0.49887	0.00045	0.32308	1.00000	1.00000	0.02464	1.00000	1.00000	
gene_913	0.94777	1.00000	0.68531	0.30380	0.47267	0.02037	1.00000	0.13369	
gene_914	0.78160	0.92458	0.94419	0.53191	0.86422	0.93845	1.00000	0.09282	
gene_915	1.00000	0.48353	1.00000	1.00000	0.21567	0.53522	0.09367	0.01239	
gene_916	0.78160	0.00783	0.94419	1.00000	0.40694	0.26258	1.00000	1.00000	
gene_917	1.00000	0.24675	1.00000	1.00000	0.15140	0.70172	0.20632	0.01964	
gene_918	1.00000	0.16776	0.93300	1.00000	0.84574	0.00310	0.22168	0.07290	
gene_919	1.00000	0.09109	1.00000	1.00000	0.47834	0.91639	0.13334	0.12562	
gene_920	1.00000	0.87010	1.00000	0.95089	0.83253	0.11096	0.62154	0.05013	
gene_921	1.00000	0.75265	1.00000	1.00000	0.04482	0.16559	0.38478	0.90369	
gene_922	0.57807	1.00000	0.76840	1.00000	0.10371	0.00981	1.00000	0.02646	
gene_923	0.16595	0.53540	1.00000	1.00000	0.05906	0.70172	0.94919	0.49451	
gene_924	1.00000	0.00095	1.00000	1.00000	0.01944	0.00172	1.00000	0.04979	
gene_925	0.74454	1.00000	0.62391	1.00000	0.82404	0.79314	1.00000	0.03276	
gene_926	0.70588	1.00000	0.84328	1.00000	0.01055	0.00251	0.67903	0.12452	
gene_927	0.16595	0.89704	0.82276	1.00000	0.17908	1.00000	1.00000	0.03419	
gene_928	0.36194	0.22998	0.54363	0.19237	1.00000	0.00130	0.17982	0.08686	
gene_929	0.20192	0.02024	0.84328	1.00000	0.27620	0.26754	1.00000	0.39511	
gene_930	0.19544	1.00000	0.36207	0.18709	0.01420	0.01330	0.33955	0.31701	
gene_931	1.00000	1.00000	0.84328	1.00000	0.42955	0.00025	0.82642	0.14022	
gene_932	0.87932	0.10781	0.14400	1.00000	0.10923	0.39141	1.00000	0.00436	
gene_933	1.00000	1.00000	0.51799	1.00000	0.07500	0.00749	0.78691	0.03303	
gene_934	0.85884	0.00326	0.35848	1.00000	0.00625	0.93243	1.00000	0.10812	
gene_935	0.55449	1.00000	0.72822	0.36232	0.16846	0.00009	0.15859	0.03346	
gene_936	0.34709	1.00000	0.30788	0.48465	0.00231	0.00025	0.08062	0.07686	
gene_937	0.61444	1.00000	0.93300	0.55351	0.01479	0.00070	0.75676	0.04568	
gene_938	0.90073	0.00000	0.32287	1.00000	0.20821	0.02056	1.00000	1.00000	
gene_939	1.00000	0.02916	0.72822	0.33765	0.00432	0.00307	1.00000	0.01577	
gene_940	0.74181	0.43297	0.51799	0.41152	1.00000	0.03072	0.40954	0.33640	
gene_941	0.27110	1.00000	1.00000	1.00000	0.08480	0.01097	1.00000	0.03593	
gene_942	0.95665	1.00000	0.59464	1.00000	0.92190	0.00093	0.87711	0.10586	
gene_943	1.00000	0.97711	0.30781	1.00000	0.61988	0.05221	0.36359	0.01417	
gene_944	0.60195	0.17128	0.94419	1.00000	1.00000	0.03968	1.00000	0.04460	
gene_945	0.90073	1.00000	1.00000	1.00000	0.36739	0.00234	1.00000	0.02449	
gene_946	1.00000	0.62333	1.00000	1.00000	0.03300	0.72314	0.05860	0.02431	
gene_947	0.49768	0.02720	0.07442	0.95089	0.12994	0.00219	0.57565	1.00000	
gene_948	0.41209	0.03461	1.00000	1.00000	0.02608	0.94267	1.00000	0.26174	
gene_949	0.20999	1.00000	0.40032	0.15877	0.02565	0.00989	0.12425	0.03652	
gene_950	1.00000	1.00000	1.00000	1.00000	0.01190	0.00509	0.14485	0.06414	
gene_951	0.85884	1.00000	0.20364	0.42766	0.05424	0.00055	0.06717	0.03076	
gene_952	0.07813	0.00046	1.00000	1.00000	1.00000	0.01047	0.67902	0.02879	
gene_953	0.67103	0.15540	0.68531	1.00000	0.01489	0.92096	1.00000	0.31372	
gene_954	0.04443	0.03323	0.84328	0.78000	1.00000	0.00162	0.08880	0.03210	
gene_955	0.64353	1.00000	0.42186	0.21179	0.09667	0.00057	0.21654	0.33683	
gene_956	1.00000	0.03288	0.36735	1.00000	0.06758	0.09767	1.00000	0.04783	
gene_957	0.85813	0.70889	1.00000	0.30380	1.00000	0.35408	0.07645	0.00421	
gene_958	0.64353	1.00000	0.89427	0.49342	0.16912	0.54685	1.00000	0.05228	
gene_959	0.55449	0.47375	1.00000	1.00000	0.33929	0.93864	1.00000	0.02743	
gene_960	0.82928	1.00000	0.07956	0.17286	0.38157	0.00086	0.07096	0.01277	
gene_961	0.18647	0.09329	0.33929	0.10339	1.00000	0.06602	0.14080	0.01767	
gene_962	1.00000	0.06067	0.89427	1.00000	0.00640	0.00421	1.00000	0.09551	
gene_963	1.00000	0.71685	1.00000	0.18500	0.01015	0.05732	1.00000	0.30385	
gene_964	0.10455	0.00051	0.20380	0.26930	0.02224	1.00000	0.17389	0.10285	
gene_965	0.08137	0.00025	0.94419	1.00000	0.13758	1.00000	1.00000	0.17550	
gene_966	1.00000	0.76080	0.82276	0.94567	0.28978	1.00000	0.35730	0.04547	
gene_967	0.90073	0.12492	0.94419	1.00000	0.10899	0.71827	1.00000	0.04541	
gene_968	0.22096	0.01304	1.00000	0.24620	1.00000	0.00025	0.11496	0.06585	
gene_969	1.00000	0.03477	0.82276	0.19653	0.04213	0.00050	1.00000	0.02750	
gene_970	0.10731	1.00000	0.17543	1.00000	0.03524	0.00006	0.03515	0.02737	
gene_971	0.00452	1.00000	0.54785	0.23659	0.33768	0.00012	0.00653	0.01289	
gene_972	0.18681	0.05653	0.77686	0.26155	0.01199	1.00000	0.12468	0.01607	
gene_973	0.04264	0.02147	1.00000	0.17852	1.00000	0.00083	0.09082	0.02797	
gene_974	0.32547	0.00388	0.62222	1.00000	0.03138	0.00898	1.00000	1.00000	
gene_975	0.64149	0.00454	1.00000	1.00000	1.00000	0.02477	0.82642	0.06209	
gene_976	1.00000	1.00000	0.59215	1.00000	0.00562	0.00082	1.00000	0.03536	
gene_977	1.00000	0.97919	0.34948	1.00000	0.00290	0.00017	1.00000	0.02845	
gene_978	0.17923	0.00364	1.00000	0.89694	0.01925	1.00000	0.13544	0.00824	
gene_979	0.08981	0.38664	1.00000	1.00000	1.00000	0.00796	1.00000	0.22145	
gene_980	0.88224	1.00000	1.00000	0.66048	1.00000	0.00542	0.54932	0.31606	
gene_981	0.09397	0.00457	0.82276	1.00000	0.02585	0.00020	1.00000	1.00000	
gene_982	0.20912	1.00000	1.00000	1.00000	0.00483	0.00145	0.96083	0.15722	
gene_983	1.00000	1.00000	0.89427	1.00000	0.04244	0.00169	1.00000	0.01188	
gene_984	0.10608	0.01207	1.00000	1.00000	1.00000	0.01515	0.34072	0.05102	
gene_985	0.83896	1.00000	1.00000	0.95089	0.01804	0.95195	0.19290	0.00377	
gene_986	0.48010	0.00250	0.12619	1.00000	0.00461	0.00133	1.00000	1.00000	
gene_987	0.18277	0.06723	1.00000	0.13190	1.00000	0.01383	0.06928	0.01840	
gene_988	0.36441	0.00030	1.00000	1.00000	1.00000	0.00081	1.00000	0.00647	
gene_989	0.85813	0.00006	1.00000	1.00000	1.00000	1.00000	0.08985	0.01098	
gene_990	0.72263	0.00017	1.00000	1.00000	1.00000	0.03293	0.27851	0.11747	
gene_991	0.46479	0.00110	0.52515	0.81030	1.00000	0.00921	1.00000	0.00610	
gene_992	1.00000	0.03764	0.64598	1.00000	0.03431	1.00000	0.95888	0.00428	
gene_993	0.69449	0.21920	1.00000	1.00000	0.00169	0.91619	1.00000	0.27634	
gene_994	0.19806	0.04029	0.07423	1.00000	0.03684	0.00009	1.00000	1.00000	
gene_995	1.00000	1.00000	0.82276	1.00000	0.00130	0.02268	0.12589	0.00377	
gene_996	1.00000	0.94976	0.77186	1.00000	0.00378	0.00302	1.00000	1.00000	
gene_997	0.08888	1.00000	0.57674	0.18262	0.27153	0.01150	0.07346	0.06433	
gene_998	0.16568	0.00541	0.42439	0.77426	0.00491	1.00000	0.47668	0.07264	
gene_999	0.94777	0.00000	0.14257	1.00000	0.02666	1.00000	0.03617	0.05702	
gene_1000	0.45287	0.04324	1.00000	0.86326	1.00000	0.02261	0.03450	0.00126	
gene_1001	0.03796	0.00912	0.64205	0.03385	0.23058	1.00000	0.00593	0.01694	
gene_1002	0.61860	0.00909	0.77686	1.00000	1.00000	0.00314	1.00000	1.00000	
gene_1003	1.00000	0.00002	1.00000	0.19653	1.00000	0.00176	1.00000	0.02358	
gene_1004	0.80606	1.00000	0.80324	0.49845	0.00109	0.09152	0.02795	0.00141	
gene_1005	0.15943	0.00089	0.85442	0.21429	0.04871	1.00000	0.03600	0.01501	
gene_1006	1.00000	1.00000	0.52711	1.00000	0.00227	0.00001	1.00000	0.11625	
gene_1007	0.80606	0.00485	0.59715	1.00000	0.02464	0.00004	1.00000	1.00000	
gene_1008	0.85813	0.00048	1.00000	1.00000	1.00000	0.02021	0.19175	0.10545	
gene_1009	0.03825	0.00425	1.00000	0.09544	1.00000	0.00169	0.92100	0.01640	
gene_1010	0.32909	1.00000	0.19482	0.81030	0.35760	1.00000	0.17619	0.01365	
gene_1011	0.20669	0.00005	0.64598	1.00000	0.28243	0.02110	1.00000	1.00000	
gene_1012	1.00000	0.00151	0.94419	1.00000	0.00275	0.00005	0.85819	1.00000	
gene_1013	1.00000	0.40118	0.84937	1.00000	0.35650	0.05402	1.00000	0.00345	
gene_1014	1.00000	1.00000	1.00000	1.00000	0.00067	0.00091	0.65482	0.01240	
gene_1015	0.72213	1.00000	0.59715	1.00000	0.66894	0.00441	1.00000	0.02559	
gene_1016	1.00000	1.00000	1.00000	1.00000	0.32369	0.00038	1.00000	0.00088	
gene_1017	0.44203	0.00037	0.56799	1.00000	0.00023	0.00002	1.00000	1.00000	
gene_1018	0.95665	0.00106	0.56799	1.00000	0.03216	0.00001	1.00000	1.00000	
gene_1019	0.22497	1.00000	0.15959	0.48373	0.96863	1.00000	0.33308	0.00607	
gene_1020	0.35489	1.00000	0.46710	0.82642	0.00185	0.00006	0.06564	0.00648	
gene_1021	1.00000	1.00000	0.46865	0.59468	0.83039	0.08167	0.84681	0.67220	
gene_1022	0.03234	1.00000	0.16573	1.00000	0.01579	0.00004	0.01662	0.00174	
gene_1023	0.32233	0.00000	0.55773	1.00000	0.00495	0.00001	1.00000	1.00000	
gene_1024	0.04647	0.00018	0.90275	0.86326	0.02090	0.14000	1.00000	1.00000	
gene_1025	0.80606	0.00006	0.94889	1.00000	1.00000	1.00000	0.00292	0.00381	
gene_1026	0.27538	1.00000	0.04947	0.74128	0.86996	1.00000	0.15916	0.00664	
gene_1027	0.51431	0.01204	1.00000	0.95304	1.00000	0.00078	0.01602	0.62563	
gene_1028	0.03356	0.01365	0.32764	1.00000	0.44264	0.00944	1.00000	1.00000	
gene_1029	0.00943	1.00000	0.12877	1.00000	0.01040	0.00000	0.08175	0.00457	
gene_1030	1.00000	0.16306	0.13643	0.66497	0.06152	0.05646	0.17991	1.00000	
gene_1031	0.30821	0.00271	0.33278	1.00000	0.00065	0.00013	1.00000	1.00000	
gene_1032	0.95798	1.00000	0.29882	1.00000	0.00088	0.00013	1.00000	0.00284	
gene_1033	1.00000	0.28870	0.84937	1.00000	1.00000	0.00000	0.82772	0.01342	
gene_1034	0.00385	1.00000	0.08518	0.76142	0.00186	0.00001	0.92100	0.00297	
gene_1035	1.00000	1.00000	0.07108	0.95089	0.00381	0.00014	0.05134	0.01369	
gene_1036	1.00000	1.00000	0.69891	1.00000	0.00017	0.04542	1.00000	0.01437	
gene_1037	0.03584	1.00000	0.33122	0.07060	0.04320	0.16353	0.78474	1.00000	
gene_1038	1.00000	1.00000	0.80324	1.00000	0.00057	0.18179	1.00000	0.00348	
gene_1039	0.95362	0.00000	0.47708	1.00000	0.01151	0.00086	1.00000	1.00000	
gene_1040	0.42726	1.00000	0.08288	1.00000	0.00222	0.00621	0.00593	0.00439	
gene_1041	1.00000	0.95520	0.10485	0.22982	0.86614	0.00032	0.96171	1.00000	
gene_1042	0.51302	1.00000	0.09609	1.00000	0.10036	0.00012	1.00000	0.00530	
gene_1043	0.16588	0.01496	1.00000	0.95304	1.00000	0.25108	0.15986	0.02516	
gene_1044	0.25351	0.00174	0.21771	1.00000	0.00106	0.00000	1.00000	1.00000	
gene_1045	0.03883	0.01455	1.00000	0.95304	1.00000	0.00193	0.00856	0.00111	
gene_1046	0.00098	0.24744	0.90275	1.00000	0.05826	0.00717	0.78912	1.00000	
gene_1047	0.95798	1.00000	1.00000	0.60795	0.57037	0.00000	0.41425	0.00931	
gene_1048	1.00000	1.00000	0.89427	0.38306	0.01659	0.00264	0.96171	0.00279	
gene_1049	0.24065	0.01467	0.57260	1.00000	0.00010	0.00005	1.00000	1.00000	
gene_1050	0.43169	0.00089	0.33633	1.00000	0.00027	0.00002	1.00000	1.00000	
gene_1051	0.67204	0.00000	0.53746	1.00000	0.02264	0.00034	1.00000	1.00000	
gene_1052	0.00398	0.00000	1.00000	0.06926	1.00000	0.00000	0.01894	1.00000	
gene_1053	0.95362	1.00000	0.89427	1.00000	0.00005	0.00031	0.14389	0.00129	
gene_1054	0.36131	0.00169	0.05761	1.00000	0.00053	0.00004	1.00000	1.00000	
gene_1055	0.72263	0.00763	0.16890	1.00000	0.00022	0.00004	1.00000	1.00000	
gene_1056	1.00000	1.00000	0.25964	1.00000	0.00067	0.02617	0.09913	0.82055	
gene_1057	0.95798	0.00039	0.37526	1.00000	0.00251	0.04624	1.00000	1.00000	
gene_1058	0.54465	0.01618	0.52711	1.00000	0.00096	0.00000	1.00000	1.00000	
gene_1059	0.37109	0.00000	0.47708	0.86711	1.00000	0.00052	1.00000	1.00000	
gene_1060	0.26991	1.00000	0.26179	0.95304	0.03151	0.00000	1.00000	0.00139	
gene_1061	0.14400	1.00000	0.30916	0.86585	0.00005	0.00002	0.12647	1.00000	
gene_1062	0.74745	1.00000	0.20887	0.49845	0.06807	0.00000	0.01532	0.00015	
gene_1063	0.21586	0.00177	0.40827	1.00000	0.00765	0.00000	1.00000	1.00000	
gene_1064	0.11469	0.00004	0.47021	1.00000	0.00199	0.70674	1.00000	1.00000	
gene_1065	0.00721	1.00000	0.39834	1.00000	0.00082	0.00004	1.00000	0.00186	
gene_1066	0.21640	0.68756	0.43773	1.00000	0.00109	0.07715	1.00000	1.00000	
gene_1067	1.00000	0.00687	0.31618	1.00000	0.00083	0.00547	1.00000	1.00000	
gene_1068	0.50118	0.00071	0.37427	1.00000	0.32756	0.00001	1.00000	1.00000	
gene_1069	1.00000	1.00000	0.80324	1.00000	0.10990	0.00007	0.00173	0.05040	
gene_1070	0.10425	0.00924	1.00000	0.95089	0.02925	1.00000	0.03089	0.00252	
gene_1071	0.24423	1.00000	0.78240	1.00000	0.00836	0.00233	0.89722	0.09748	
gene_1072	0.11483	0.08605	0.38566	1.00000	0.00019	0.00000	1.00000	1.00000	
gene_1073	0.95798	0.65128	0.57674	1.00000	1.00000	0.00021	0.00143	0.00091	
gene_1074	0.21688	1.00000	0.03421	1.00000	0.00063	0.00000	0.92625	0.00783	
gene_1075	0.03068	0.00131	1.00000	1.00000	0.01196	0.00000	1.00000	1.00000	
gene_1076	0.95798	0.00000	1.00000	0.13895	0.06176	0.04123	1.00000	1.00000	
gene_1077	0.29022	0.59729	0.70309	1.00000	1.00000	0.00004	0.02407	0.03578	
gene_1078	0.05965	0.00000	0.06137	0.06166	0.00002	1.00000	1.00000	1.00000	
gene_1079	0.02925	0.00000	0.30537	1.00000	0.00208	0.87483	1.00000	1.00000	
gene_1080	1.00000	1.00000	1.00000	1.00000	0.00175	0.00122	0.01913	0.00274	
gene_1081	1.00000	1.00000	1.00000	1.00000	0.00166	0.00000	0.00010	0.00278	
gene_1082	0.21093	1.00000	0.32352	0.79259	0.00068	0.00001	0.14348	1.00000	
gene_1083	0.27442	1.00000	0.09307	0.95089	0.00000	0.00156	1.00000	0.00136	
gene_1084	1.00000	1.00000	0.39776	1.00000	0.00280	0.00169	0.10899	0.00064	
gene_1085	0.07158	0.00000	0.37626	1.00000	0.21571	0.83549	1.00000	1.00000	
gene_1086	0.88033	0.00035	1.00000	0.09444	0.00487	1.00000	1.00000	0.19785	
gene_1087	0.95798	0.00000	0.55836	1.00000	0.00012	1.00000	1.00000	0.01857	
gene_1088	1.00000	0.08218	1.00000	0.90638	0.00192	1.00000	1.00000	0.00443	
gene_1089	0.31597	0.95520	1.00000	1.00000	1.00000	0.03937	0.26414	0.01565	
gene_1090	1.00000	1.00000	0.56039	1.00000	0.25507	0.00177	0.02151	0.00274	
gene_1091	0.00947	0.23757	1.00000	1.00000	1.00000	0.00088	0.00803	1.00000	
gene_1092	0.13922	0.00007	0.86421	1.00000	1.00000	1.00000	0.04801	0.06994	
gene_1093	1.00000	0.00000	0.07016	1.00000	0.00305	0.00532	1.00000	1.00000	
gene_1094	0.18184	0.29357	0.47708	1.00000	0.06214	1.00000	0.00992	0.00126	
gene_1095	0.56150	1.00000	0.23630	0.45217	1.00000	0.54857	0.04906	0.00044	
gene_1096	0.59860	0.14588	1.00000	1.00000	1.00000	0.69339	1.00000	0.00033	
gene_1097	0.05859	0.00000	0.57641	0.02885	1.00000	0.00522	1.00000	1.00000	
gene_1098	0.40294	1.00000	0.18319	0.49756	1.00000	0.74990	0.08154	0.00291	
gene_1099	0.00726	0.00000	1.00000	0.95304	1.00000	0.00014	1.00000	1.00000	
gene_1100	1.00000	0.59145	1.00000	1.00000	0.90777	0.22739	1.00000	0.00004	
gene_1101	0.19008	0.01736	0.38917	1.00000	0.00121	0.04144	1.00000	1.00000	
gene_1102	1.00000	1.00000	0.10889	1.00000	0.00000	0.01710	1.00000	0.00011	
gene_1103	1.00000	1.00000	0.46400	1.00000	0.00001	0.00021	1.00000	0.00023	
gene_1104	0.47401	1.00000	0.53993	0.56417	0.01991	0.00002	0.07688	1.00000	
gene_1105	1.00000	0.00053	1.00000	1.00000	1.00000	0.41615	1.00000	0.00110	
gene_1106	0.00309	0.00162	1.00000	1.00000	1.00000	0.00001	0.03322	1.00000	
gene_1107	1.00000	0.00000	1.00000	1.00000	0.00415	1.00000	1.00000	0.00610	
gene_1108	0.00650	0.00029	1.00000	0.01949	1.00000	1.00000	0.02523	0.00014	
gene_1109	1.00000	1.00000	0.95023	0.55798	0.27918	0.00000	0.66582	0.00012	
gene_1110	0.26159	0.72558	0.81683	1.00000	0.00036	1.00000	1.00000	0.00140	
gene_1111	1.00000	0.00591	0.52091	0.95089	1.00000	0.00102	1.00000	0.00033	
gene_1112	0.85149	0.00000	1.00000	1.00000	1.00000	0.61599	1.00000	0.00429	
gene_1113	1.00000	1.00000	0.02252	0.26245	0.00003	0.00000	0.00348	0.00184	
gene_1114	0.04350	1.00000	0.21649	0.40695	1.00000	0.79900	0.02427	0.00112	
gene_1115	0.00513	0.00000	0.10689	1.00000	1.00000	0.00009	1.00000	1.00000	
gene_1116	0.48353	1.00000	0.10355	0.38439	1.00000	0.76340	0.03184	0.00050	
gene_1117	1.00000	0.00003	1.00000	1.00000	1.00000	1.00000	0.14157	0.00102	
gene_1118	1.00000	1.00000	1.00000	1.00000	0.00008	0.00107	0.00742	0.00044	
gene_1119	1.00000	1.00000	1.00000	1.00000	0.14313	0.00003	0.68234	0.00182	
gene_1120	0.34826	0.00130	0.95023	0.95304	0.00072	1.00000	1.00000	1.00000	
gene_1121	1.00000	1.00000	0.24942	1.00000	0.00030	0.00000	0.03059	0.00024	
gene_1122	0.41233	1.00000	0.31291	0.40354	1.00000	0.69221	0.00364	0.00297	
gene_1123	1.00000	1.00000	0.03815	0.06649	0.00075	0.00000	0.00571	0.00119	
gene_1124	1.00000	1.00000	0.12722	1.00000	0.00025	0.00000	1.00000	0.00112	
gene_1125	0.04915	1.00000	0.04412	1.00000	0.36588	0.00001	0.00660	1.00000	
gene_1126	0.73660	1.00000	0.28479	1.00000	1.00000	0.00001	0.03736	0.00004	
gene_1127	0.00105	0.00393	0.20593	1.00000	1.00000	0.00000	0.92461	1.00000	
gene_1128	1.00000	1.00000	0.00694	0.01697	0.16701	0.00000	0.00522	0.00004	
gene_1129	0.09809	0.00000	1.00000	0.13972	1.00000	1.00000	0.73248	0.00013	
gene_1130	1.00000	1.00000	0.04614	0.71172	0.00001	0.00000	1.00000	0.00039	
gene_1131	1.00000	1.00000	0.16788	1.00000	0.00321	0.00017	1.00000	0.00118	
