gene_number	group1	group2	group3	group4	group5	group6	group7	group8
gene_0	1.00000	1.00000	0.69203	0.71221	0.75721	0.09873	1.00000	0.00248	
gene_1	1.00000	0.00013	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	
gene_2	0.20313	0.00007	0.21347	1.00000	0.01518	1.00000	0.17041	0.02574	
gene_3	1.00000	0.16796	0.75000	0.75188	0.33609	0.08024	0.40580	0.53863	
gene_4	0.46251	0.00158	0.50704	0.55351	0.02530	0.01295	0.27914	1.00000	
