gene_number	group1	group2	group3	group4	group5	group6	group7	group8
gene_777	1.00000	0.39965	1.00000	1.00000	1.00000	1.00000	1.00000	0.02623	
gene_778	1.00000	1.00000	1.00000	0.44905	1.00000	1.00000	0.05127	0.28273	
gene_779	1.00000	1.00000	0.00098	0.81967	0.68825	1.00000	1.00000	1.00000	
gene_780	0.00084	0.95465	1.00000	1.00000	0.58344	1.00000	1.00000	1.00000	
gene_781	0.37138	0.08450	1.00000	0.32842	1.00000	1.00000	1.00000	1.00000	
gene_782	1.00000	0.29637	1.00000	0.05189	1.00000	1.00000	1.00000	0.65574	
gene_783	0.75472	1.00000	1.00000	0.00582	1.00000	1.00000	1.00000	0.48550	
gene_784	1.00000	0.00148	1.00000	0.69444	1.00000	1.00000	1.00000	1.00000	
gene_785	1.00000	0.95465	1.00000	1.00000	0.00382	1.00000	1.00000	1.00000	
gene_786	0.60606	0.94166	1.00000	0.40774	0.34328	1.00000	1.00000	1.00000	
gene_787	1.00000	0.48414	1.00000	0.00163	1.00000	1.00000	1.00000	1.00000	
gene_788	1.00000	0.18916	1.00000	1.00000	1.00000	1.00000	1.00000	0.06988	
gene_789	0.00000	0.81738	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	
gene_790	1.00000	0.22305	1.00000	1.00000	0.68825	1.00000	1.00000	0.05969	
gene_791	1.00000	0.73974	1.00000	0.00582	0.88656	1.00000	1.00000	1.00000	
gene_792	1.00000	0.13358	1.00000	1.00000	1.00000	1.00000	1.00000	0.01818	
gene_793	1.00000	0.00007	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	
gene_794	1.00000	0.96171	0.00475	0.14659	1.00000	1.00000	1.00000	1.00000	
gene_795	1.00000	0.40393	1.00000	0.40774	1.00000	1.00000	0.03372	1.00000	
gene_796	1.00000	0.12158	1.00000	1.00000	1.00000	1.00000	1.00000	0.68418	
gene_797	1.00000	0.34627	1.00000	1.00000	0.43923	1.00000	1.00000	0.05087	
gene_798	1.00000	0.00017	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	
gene_799	1.00000	0.18779	1.00000	1.00000	1.00000	1.00000	1.00000	0.01854	
gene_800	1.00000	1.00000	1.00000	1.00000	1.00000	0.13821	0.03662	1.00000	
gene_801	0.38109	1.00000	1.00000	0.14433	0.90580	1.00000	0.34899	1.00000	
gene_802	1.00000	0.51408	1.00000	1.00000	1.00000	1.00000	1.00000	0.03138	
gene_803	1.00000	0.17016	1.00000	1.00000	0.82781	1.00000	1.00000	0.04490	
gene_804	1.00000	0.36815	1.00000	1.00000	1.00000	1.00000	1.00000	0.01771	
gene_805	1.00000	0.74741	1.00000	0.10669	0.90580	1.00000	0.70000	0.60363	
gene_806	1.00000	1.00000	1.00000	0.05156	1.00000	1.00000	0.82353	0.39040	
gene_807	1.00000	0.85040	1.00000	0.05053	1.00000	0.90674	0.04057	1.00000	
gene_808	1.00000	0.03174	1.00000	0.05189	1.00000	1.00000	1.00000	1.00000	
gene_809	1.00000	1.00000	1.00000	0.69444	1.00000	1.00000	1.00000	0.00277	
gene_810	1.00000	0.82727	1.00000	1.00000	0.55759	1.00000	0.24180	1.00000	
gene_811	0.69767	1.00000	1.00000	0.05053	0.50827	1.00000	0.82353	1.00000	
gene_812	1.00000	0.45504	0.00546	1.00000	1.00000	1.00000	1.00000	1.00000	
gene_813	0.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	
gene_814	1.00000	0.37165	0.00414	0.15020	1.00000	1.00000	1.00000	1.00000	
gene_815	1.00000	0.85040	1.00000	0.51417	1.00000	1.00000	0.01316	1.00000	
gene_816	1.00000	0.04888	1.00000	1.00000	1.00000	1.00000	0.01575	1.00000	
gene_817	1.00000	0.00044	1.00000	0.81967	1.00000	1.00000	1.00000	1.00000	
gene_818	1.00000	0.39102	1.00000	1.00000	1.00000	1.00000	1.00000	0.01276	
gene_819	1.00000	0.04199	1.00000	0.06135	1.00000	1.00000	1.00000	1.00000	
gene_820	1.00000	0.82727	1.00000	0.02165	1.00000	1.00000	0.02932	1.00000	
gene_821	1.00000	0.44827	1.00000	1.00000	1.00000	1.00000	1.00000	0.00561	
gene_822	0.31057	0.03617	1.00000	1.00000	1.00000	1.00000	0.61905	1.00000	
gene_823	1.00000	1.00000	1.00000	0.09837	1.00000	1.00000	0.90323	0.02474	
gene_824	1.00000	1.00000	1.00000	0.15151	1.00000	1.00000	0.90323	0.02388	
gene_825	0.45436	0.00089	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	
gene_826	1.00000	1.00000	1.00000	0.05945	0.88656	1.00000	0.82353	0.05161	
gene_827	1.00000	1.00000	1.00000	0.81967	1.00000	1.00000	0.00002	1.00000	
gene_828	1.00000	0.44185	1.00000	1.00000	0.30141	0.90674	1.00000	0.09876	
gene_829	1.00000	0.38945	1.00000	1.00000	0.75764	1.00000	1.00000	0.01232	
gene_830	1.00000	0.55657	1.00000	0.27494	1.00000	1.00000	0.04005	1.00000	
gene_831	0.82192	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	0.00137	
gene_832	0.00000	0.95465	1.00000	1.00000	1.00000	1.00000	0.75676	1.00000	
gene_833	0.75472	1.00000	1.00000	0.08496	1.00000	0.41842	1.00000	1.00000	
gene_834	1.00000	1.00000	1.00000	0.07774	1.00000	1.00000	0.90323	0.02758	
gene_835	0.82192	0.95465	1.00000	0.16569	1.00000	1.00000	0.01637	1.00000	
gene_836	1.00000	1.00000	0.07737	0.90090	0.83898	1.00000	0.05189	1.00000	
gene_837	0.08088	1.00000	1.00000	0.00267	1.00000	1.00000	1.00000	1.00000	
gene_838	0.27521	1.00000	0.28856	0.16569	1.00000	0.69287	1.00000	1.00000	
gene_839	1.00000	0.02378	1.00000	1.00000	0.93987	1.00000	1.00000	0.02463	
gene_840	0.45674	1.00000	1.00000	0.90090	1.00000	0.87314	0.64596	0.48550	
gene_841	0.15456	0.00484	0.81818	1.00000	0.90580	1.00000	1.00000	1.00000	
gene_842	1.00000	0.67490	1.00000	1.00000	0.37343	1.00000	1.00000	0.02970	
gene_843	1.00000	0.73114	1.00000	1.00000	0.47671	1.00000	1.00000	0.03287	
gene_844	1.00000	0.96622	1.00000	0.13659	0.41080	1.00000	0.90323	1.00000	
gene_845	0.82192	0.22576	0.64286	0.05263	1.00000	1.00000	0.70000	1.00000	
gene_846	0.08057	1.00000	1.00000	0.00143	1.00000	1.00000	1.00000	1.00000	
gene_847	1.00000	1.00000	0.05404	1.00000	1.00000	1.00000	0.00390	1.00000	
gene_848	0.75472	1.00000	0.69231	0.08102	1.00000	1.00000	0.10423	1.00000	
gene_849	0.15977	0.10237	1.00000	1.00000	1.00000	0.49469	1.00000	1.00000	
gene_850	0.82192	1.00000	1.00000	1.00000	0.00001	1.00000	1.00000	1.00000	
gene_851	0.00000	0.68698	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	
gene_852	0.14746	1.00000	1.00000	0.00989	0.93987	1.00000	1.00000	1.00000	
gene_853	0.82192	0.28362	1.00000	0.90090	1.00000	1.00000	0.75676	0.46486	
gene_854	1.00000	1.00000	0.06196	1.00000	0.90580	1.00000	0.00243	1.00000	
gene_855	1.00000	0.92624	1.00000	0.05156	1.00000	1.00000	1.00000	0.04379	
gene_856	0.49787	1.00000	1.00000	0.01027	1.00000	1.00000	0.09370	1.00000	
gene_857	1.00000	1.00000	0.75000	0.00006	1.00000	1.00000	1.00000	1.00000	
gene_858	1.00000	0.88562	1.00000	0.07106	1.00000	1.00000	0.82353	0.02212	
gene_859	1.00000	0.05415	1.00000	1.00000	0.53904	1.00000	1.00000	0.01776	
gene_860	1.00000	1.00000	1.00000	0.07144	1.00000	1.00000	0.00007	1.00000	
gene_861	0.01490	0.96622	1.00000	0.01059	1.00000	1.00000	1.00000	1.00000	
gene_862	1.00000	1.00000	1.00000	1.00000	0.00001	1.00000	1.00000	1.00000	
gene_863	1.00000	0.49625	1.00000	1.00000	1.00000	1.00000	1.00000	0.00021	
gene_864	1.00000	1.00000	1.00000	0.46373	0.06597	1.00000	0.90323	1.00000	
gene_865	1.00000	1.00000	0.90000	0.36381	1.00000	0.27165	0.15540	1.00000	
gene_866	0.25645	1.00000	1.00000	0.05053	0.45227	1.00000	0.56831	1.00000	
gene_867	1.00000	1.00000	1.00000	0.08371	1.00000	1.00000	0.00038	1.00000	
gene_868	1.00000	0.22288	1.00000	1.00000	0.47829	1.00000	1.00000	0.03225	
gene_869	0.00960	0.88562	1.00000	0.00862	1.00000	1.00000	1.00000	1.00000	
gene_870	1.00000	0.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	
gene_871	0.82192	0.30245	1.00000	0.00163	1.00000	1.00000	1.00000	0.83679	
gene_872	0.52221	1.00000	0.64286	0.37338	0.87022	1.00000	0.14003	1.00000	
gene_873	0.15112	0.45365	0.32358	0.38348	1.00000	1.00000	1.00000	1.00000	
gene_874	1.00000	0.74842	1.00000	1.00000	1.00000	1.00000	0.44812	0.04370	
gene_875	1.00000	0.53915	1.00000	0.78000	1.00000	0.08399	0.54737	1.00000	
gene_876	1.00000	1.00000	1.00000	0.00163	0.90580	0.94090	0.00619	1.00000	
gene_877	0.00006	1.00000	1.00000	0.17201	0.47291	1.00000	1.00000	1.00000	
gene_878	0.67034	0.00531	1.00000	0.75188	0.90580	1.00000	1.00000	1.00000	
gene_879	0.11225	1.00000	1.00000	0.08371	0.50827	1.00000	0.88136	1.00000	
gene_880	1.00000	1.00000	1.00000	0.00294	1.00000	0.75893	0.00128	1.00000	
gene_881	1.00000	0.00283	1.00000	1.00000	1.00000	1.00000	1.00000	0.38335	
gene_882	0.45436	0.00006	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	
gene_883	1.00000	0.80380	0.90000	1.00000	1.00000	0.66285	0.83200	1.00000	
gene_884	1.00000	1.00000	0.40257	0.41981	1.00000	1.00000	0.00009	0.90498	
gene_885	0.82192	0.96171	1.00000	0.02606	0.65747	1.00000	0.10689	1.00000	
gene_886	1.00000	0.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	
gene_887	0.64086	0.20195	1.00000	0.75188	1.00000	1.00000	1.00000	0.11257	
gene_888	0.04383	1.00000	1.00000	0.01059	1.00000	1.00000	1.00000	1.00000	
gene_889	0.00001	0.85100	1.00000	1.00000	0.93987	1.00000	1.00000	1.00000	
gene_890	0.64874	0.20811	0.42727	0.44622	1.00000	1.00000	1.00000	1.00000	
gene_891	1.00000	0.49978	1.00000	0.08792	0.77800	1.00000	1.00000	1.00000	
gene_892	1.00000	1.00000	1.00000	1.00000	0.00000	1.00000	1.00000	0.90498	
gene_893	0.13756	1.00000	0.60000	0.00192	1.00000	0.88840	1.00000	1.00000	
gene_894	1.00000	0.00520	0.00024	0.58166	1.00000	1.00000	1.00000	1.00000	
gene_895	1.00000	0.67052	1.00000	0.00406	0.80092	1.00000	1.00000	1.00000	
gene_896	1.00000	1.00000	1.00000	0.10669	0.74903	1.00000	0.00743	1.00000	
gene_897	0.90226	1.00000	0.00033	1.00000	1.00000	1.00000	0.01293	1.00000	
gene_898	0.05063	0.96171	1.00000	0.37338	1.00000	1.00000	0.01232	1.00000	
gene_899	1.00000	1.00000	0.00022	1.00000	1.00000	1.00000	0.00498	1.00000	
gene_900	1.00000	0.09716	1.00000	1.00000	1.00000	1.00000	0.00187	1.00000	
gene_901	1.00000	1.00000	1.00000	0.66327	1.00000	0.00538	0.32069	1.00000	
gene_902	0.02001	1.00000	0.75000	0.00693	1.00000	1.00000	0.17216	1.00000	
gene_903	1.00000	0.10133	0.00657	1.00000	0.48452	1.00000	1.00000	1.00000	
gene_904	1.00000	1.00000	1.00000	0.00608	0.93987	1.00000	0.00046	1.00000	
gene_905	0.46899	1.00000	0.45854	0.27100	0.77800	1.00000	0.05845	1.00000	
gene_906	0.67034	0.19509	1.00000	0.08255	1.00000	0.75893	1.00000	1.00000	
gene_907	1.00000	1.00000	1.00000	1.00000	0.00000	1.00000	1.00000	1.00000	
gene_908	1.00000	0.00000	1.00000	0.90090	1.00000	1.00000	1.00000	1.00000	
gene_909	0.90226	1.00000	0.00016	1.00000	1.00000	1.00000	0.03725	1.00000	
gene_910	0.90226	1.00000	0.00002	0.06374	1.00000	1.00000	1.00000	1.00000	
gene_911	0.00000	1.00000	1.00000	0.00063	1.00000	1.00000	1.00000	1.00000	
gene_912	1.00000	1.00000	1.00000	0.15098	0.54563	1.00000	0.70748	0.00035	
gene_913	0.90226	0.08148	1.00000	1.00000	1.00000	1.00000	0.00649	1.00000	
gene_914	1.00000	0.82366	0.75000	1.00000	0.93987	0.67339	0.00153	1.00000	
gene_915	0.18056	1.00000	0.20949	0.00275	1.00000	0.73518	1.00000	1.00000	
gene_916	1.00000	1.00000	0.90000	0.17702	1.00000	1.00000	0.83200	0.00412	
gene_917	0.19942	1.00000	0.12756	0.00284	1.00000	0.67339	1.00000	1.00000	
gene_918	0.00000	1.00000	1.00000	0.37290	0.87819	1.00000	1.00000	1.00000	
gene_919	0.17955	1.00000	0.32917	0.00544	1.00000	0.87322	1.00000	1.00000	
gene_920	0.87932	0.62951	0.00307	0.58166	0.67968	1.00000	1.00000	1.00000	
gene_921	0.01246	0.73544	0.50880	0.60653	1.00000	1.00000	1.00000	0.95159	
gene_922	1.00000	0.05239	1.00000	0.32597	1.00000	1.00000	0.00873	1.00000	
gene_923	1.00000	0.94057	0.00475	0.03253	1.00000	0.85184	1.00000	1.00000	
gene_924	0.58922	1.00000	0.75000	0.00835	1.00000	1.00000	0.00000	1.00000	
gene_925	1.00000	0.39943	1.00000	0.82540	0.95264	0.96519	0.23969	1.00000	
gene_926	1.00000	0.00019	0.90000	0.09405	1.00000	1.00000	1.00000	1.00000	
gene_927	1.00000	0.64092	1.00000	0.43261	1.00000	0.03673	0.60096	1.00000	
gene_928	1.00000	0.89123	1.00000	1.00000	0.00000	1.00000	1.00000	1.00000	
gene_929	1.00000	1.00000	0.81818	0.00403	1.00000	1.00000	0.00059	1.00000	
gene_930	1.00000	0.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	
gene_931	0.01676	0.18762	0.75000	0.39724	1.00000	1.00000	0.90323	1.00000	
gene_932	1.00000	1.00000	1.00000	0.11140	1.00000	0.78976	0.00000	1.00000	
gene_933	0.35736	0.00027	1.00000	0.00892	1.00000	1.00000	1.00000	1.00000	
gene_934	1.00000	1.00000	1.00000	0.82540	1.00000	0.55983	0.00000	1.00000	
gene_935	1.00000	0.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	
gene_936	1.00000	0.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	
gene_937	1.00000	0.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	
gene_938	0.90226	1.00000	1.00000	0.81967	1.00000	1.00000	0.66049	0.00000	
gene_939	0.00000	1.00000	1.00000	1.00000	1.00000	1.00000	0.00000	1.00000	
gene_940	1.00000	0.96938	1.00000	1.00000	0.00000	1.00000	1.00000	1.00000	
gene_941	1.00000	0.02575	0.32917	0.27971	1.00000	1.00000	0.34650	1.00000	
gene_942	0.43074	0.26963	1.00000	0.17919	0.33235	1.00000	0.93694	1.00000	
gene_943	0.60900	0.62525	1.00000	0.00054	1.00000	1.00000	1.00000	1.00000	
gene_944	1.00000	1.00000	0.81818	0.11363	0.02741	1.00000	0.20941	1.00000	
gene_945	0.82192	0.12393	0.81818	0.28833	1.00000	1.00000	0.00828	1.00000	
gene_946	0.60900	0.27749	0.05759	0.12769	1.00000	0.93273	1.00000	1.00000	
gene_947	1.00000	1.00000	1.00000	0.49618	1.00000	1.00000	1.00000	0.00000	
gene_948	0.82192	1.00000	0.14122	0.14142	1.00000	0.75746	0.00532	1.00000	
gene_949	1.00000	0.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	
gene_950	0.13046	0.00147	1.00000	0.01994	1.00000	1.00000	1.00000	1.00000	
gene_951	0.90226	0.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	
gene_952	1.00000	1.00000	0.30669	0.03284	0.00000	1.00000	1.00000	1.00000	
gene_953	1.00000	0.96622	1.00000	0.78000	1.00000	0.59246	0.00000	1.00000	
gene_954	1.00000	1.00000	1.00000	1.00000	0.00000	1.00000	1.00000	1.00000	
gene_955	1.00000	0.00000	1.00000	1.00000	1.00000	1.00000	1.00000	0.90498	
gene_956	0.00002	1.00000	1.00000	0.02165	1.00000	1.00000	0.46522	1.00000	
gene_957	0.75472	0.97172	0.32358	1.00000	0.00000	1.00000	1.00000	1.00000	
gene_958	1.00000	0.00029	1.00000	1.00000	1.00000	1.00000	0.35516	1.00000	
gene_959	1.00000	0.94057	0.90000	0.01457	1.00000	0.02121	0.45159	1.00000	
gene_960	1.00000	0.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	
gene_961	1.00000	1.00000	1.00000	1.00000	0.00000	1.00000	1.00000	1.00000	
gene_962	0.07582	1.00000	0.64286	0.00002	1.00000	1.00000	0.01393	1.00000	
gene_963	0.23700	0.87356	0.00007	1.00000	1.00000	1.00000	0.45048	1.00000	
gene_964	1.00000	1.00000	1.00000	1.00000	1.00000	0.00000	1.00000	1.00000	
gene_965	1.00000	1.00000	0.81818	0.00629	1.00000	0.00430	0.33888	1.00000	
gene_966	0.06146	0.49009	1.00000	0.90090	1.00000	0.08455	1.00000	1.00000	
gene_967	0.90226	1.00000	0.90000	0.00026	1.00000	0.81844	0.01656	1.00000	
gene_968	1.00000	1.00000	0.00287	1.00000	0.00000	1.00000	1.00000	1.00000	
gene_969	0.00000	1.00000	1.00000	1.00000	1.00000	1.00000	0.00000	1.00000	
gene_970	1.00000	0.00000	1.00000	0.20792	1.00000	1.00000	1.00000	1.00000	
gene_971	1.00000	0.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	
gene_972	1.00000	1.00000	1.00000	1.00000	1.00000	0.00000	1.00000	1.00000	
gene_973	1.00000	1.00000	0.01322	1.00000	0.00000	1.00000	1.00000	1.00000	
gene_974	1.00000	1.00000	1.00000	0.38106	1.00000	1.00000	0.02235	0.00006	
gene_975	1.00000	1.00000	0.56988	0.05156	0.00000	1.00000	1.00000	1.00000	
gene_976	0.30059	0.00090	1.00000	0.11527	1.00000	1.00000	0.16956	1.00000	
gene_977	0.00479	0.52123	1.00000	0.37678	1.00000	1.00000	0.00162	1.00000	
gene_978	1.00000	1.00000	0.62876	0.81967	1.00000	0.00000	1.00000	1.00000	
gene_979	1.00000	0.93178	1.00000	0.37290	0.39407	1.00000	0.00000	1.00000	
gene_980	0.43074	0.00016	0.46408	1.00000	0.68729	1.00000	1.00000	1.00000	
gene_981	1.00000	1.00000	1.00000	0.01998	1.00000	1.00000	0.66049	0.00000	
gene_982	1.00000	0.00001	0.62876	0.15949	1.00000	1.00000	0.58158	1.00000	
gene_983	0.25133	0.00074	1.00000	0.32013	1.00000	1.00000	0.22594	1.00000	
gene_984	1.00000	1.00000	0.00725	0.54417	0.00000	1.00000	1.00000	1.00000	
gene_985	1.00000	0.06659	0.17292	0.63363	1.00000	0.25580	1.00000	1.00000	
gene_986	1.00000	1.00000	1.00000	0.02153	1.00000	1.00000	0.11017	0.00000	
gene_987	1.00000	1.00000	0.00892	1.00000	0.00000	1.00000	1.00000	1.00000	
gene_988	1.00000	1.00000	0.90000	0.00421	0.00000	1.00000	0.26780	1.00000	
gene_989	0.82192	1.00000	0.60160	0.49793	0.00003	0.43488	1.00000	1.00000	
gene_990	1.00000	1.00000	0.01783	0.48557	0.00000	1.00000	1.00000	1.00000	
gene_991	1.00000	1.00000	1.00000	1.00000	0.00000	1.00000	0.02479	1.00000	
gene_992	0.00001	1.00000	0.90000	0.78000	1.00000	0.08612	0.73310	1.00000	
gene_993	1.00000	1.00000	0.47717	0.10145	1.00000	0.60951	0.08257	1.00000	
gene_994	1.00000	1.00000	1.00000	0.04732	1.00000	1.00000	0.04041	0.00000	
gene_995	0.01299	0.00007	1.00000	0.29380	1.00000	1.00000	1.00000	1.00000	
gene_996	0.90073	0.72321	0.90000	0.13191	1.00000	1.00000	0.01767	0.02330	
gene_997	1.00000	0.00000	1.00000	1.00000	0.93987	1.00000	1.00000	1.00000	
gene_998	1.00000	1.00000	1.00000	1.00000	1.00000	0.00000	1.00000	1.00000	
gene_999	0.90226	1.00000	1.00000	0.37678	1.00000	0.00000	1.00000	1.00000	
gene_1000	0.90226	1.00000	0.00512	0.63363	0.00000	1.00000	1.00000	1.00000	
gene_1001	1.00000	1.00000	0.81818	1.00000	1.00000	0.00000	1.00000	1.00000	
gene_1002	1.00000	1.00000	1.00000	0.00221	0.92997	1.00000	0.06368	0.11148	
gene_1003	0.23856	1.00000	0.46045	1.00000	0.00000	1.00000	0.02851	1.00000	
gene_1004	1.00000	0.00000	0.81818	1.00000	1.00000	1.00000	1.00000	1.00000	
gene_1005	1.00000	1.00000	0.50569	1.00000	1.00000	0.00000	1.00000	1.00000	
gene_1006	0.55451	0.00072	1.00000	0.42353	1.00000	1.00000	0.00629	1.00000	
gene_1007	0.93578	1.00000	1.00000	0.64166	1.00000	1.00000	0.00885	0.00000	
gene_1008	1.00000	1.00000	0.01451	0.39851	0.00000	1.00000	1.00000	1.00000	
gene_1009	1.00000	1.00000	0.00486	1.00000	0.00000	1.00000	0.73310	1.00000	
gene_1010	1.00000	0.00078	1.00000	0.90090	1.00000	0.22428	1.00000	1.00000	
gene_1011	1.00000	1.00000	1.00000	0.64166	1.00000	1.00000	0.00318	0.00000	
gene_1012	0.24846	1.00000	1.00000	0.02454	1.00000	1.00000	0.79553	0.00000	
gene_1013	0.01932	1.00000	0.90000	0.09654	1.00000	1.00000	0.01937	1.00000	
gene_1014	0.07824	0.00445	0.02137	0.00599	1.00000	1.00000	1.00000	1.00000	
gene_1015	1.00000	0.00003	1.00000	0.39540	1.00000	1.00000	0.02511	1.00000	
gene_1016	0.01411	0.00908	0.40642	0.22928	0.95947	1.00000	0.79553	1.00000	
gene_1017	1.00000	1.00000	1.00000	0.37678	1.00000	1.00000	0.00002	0.00000	
gene_1018	0.81939	1.00000	1.00000	0.85298	1.00000	1.00000	0.00172	0.00000	
gene_1019	1.00000	0.00018	1.00000	0.90090	1.00000	0.23655	1.00000	1.00000	
gene_1020	1.00000	0.00000	1.00000	0.87640	1.00000	1.00000	1.00000	1.00000	
gene_1021	0.03706	0.27175	1.00000	1.00000	0.89697	1.00000	0.93694	0.67844	
gene_1022	1.00000	0.00000	1.00000	0.22095	1.00000	1.00000	1.00000	1.00000	
gene_1023	1.00000	1.00000	0.90000	0.01661	1.00000	1.00000	0.00000	0.00000	
gene_1024	1.00000	1.00000	0.47059	0.69581	1.00000	1.00000	0.07078	0.00000	
gene_1025	0.93578	1.00000	0.65849	0.00788	0.00004	0.30965	1.00000	1.00000	
gene_1026	1.00000	0.00011	1.00000	1.00000	1.00000	0.21203	1.00000	1.00000	
gene_1027	1.00000	1.00000	0.00580	0.61885	0.00000	1.00000	1.00000	1.00000	
gene_1028	1.00000	1.00000	1.00000	0.93413	0.86767	1.00000	0.01790	0.00000	
gene_1029	1.00000	0.00000	1.00000	0.89694	1.00000	1.00000	1.00000	1.00000	
gene_1030	0.13737	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	0.00000	
gene_1031	1.00000	1.00000	1.00000	0.02852	1.00000	1.00000	0.00009	0.00000	
gene_1032	0.41230	0.00000	1.00000	0.10394	1.00000	1.00000	0.00353	1.00000	
gene_1033	0.01213	0.97614	1.00000	0.60048	0.00002	1.00000	0.94919	1.00000	
gene_1034	1.00000	0.00000	1.00000	0.69581	1.00000	1.00000	0.76304	1.00000	
gene_1035	0.00015	0.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	
gene_1036	0.13131	0.00210	1.00000	0.02648	1.00000	1.00000	0.43272	1.00000	
gene_1037	1.00000	0.13838	1.00000	1.00000	1.00000	1.00000	1.00000	0.00000	
gene_1038	0.03365	0.00010	1.00000	0.07859	1.00000	1.00000	0.40798	1.00000	
gene_1039	0.93578	1.00000	0.90000	0.38065	1.00000	1.00000	0.00040	0.00000	
gene_1040	1.00000	0.00000	1.00000	0.33932	1.00000	1.00000	1.00000	1.00000	
gene_1041	0.56001	0.12598	1.00000	1.00000	0.73273	1.00000	0.48088	0.06613	
gene_1042	1.00000	0.00000	1.00000	0.77685	1.00000	1.00000	0.27064	1.00000	
gene_1043	1.00000	1.00000	0.02169	0.66622	0.00000	1.00000	1.00000	1.00000	
gene_1044	1.00000	1.00000	1.00000	0.02488	1.00000	1.00000	0.00000	0.00000	
gene_1045	1.00000	1.00000	0.00035	0.28941	0.00000	1.00000	1.00000	1.00000	
gene_1046	1.00000	1.00000	0.77686	0.58046	1.00000	1.00000	0.55365	0.00000	
gene_1047	0.43296	0.00000	0.74194	1.00000	1.00000	1.00000	1.00000	1.00000	
gene_1048	0.59228	0.00000	1.00000	1.00000	1.00000	1.00000	0.51395	1.00000	
gene_1049	1.00000	1.00000	1.00000	0.02676	1.00000	1.00000	0.00000	0.00000	
gene_1050	1.00000	1.00000	1.00000	0.03907	1.00000	1.00000	0.00001	0.00000	
gene_1051	0.82928	1.00000	1.00000	0.08743	1.00000	1.00000	0.00000	0.00000	
gene_1052	1.00000	1.00000	0.00570	1.00000	0.00000	1.00000	1.00000	0.00000	
gene_1053	0.70266	0.00000	0.90000	0.03002	1.00000	1.00000	1.00000	1.00000	
gene_1054	1.00000	1.00000	1.00000	0.01289	1.00000	1.00000	0.00002	0.00000	
gene_1055	1.00000	1.00000	1.00000	0.00174	1.00000	1.00000	0.00001	0.00000	
gene_1056	0.00582	0.00010	1.00000	0.78172	1.00000	1.00000	1.00000	0.78128	
gene_1057	0.57569	1.00000	1.00000	0.78172	1.00000	1.00000	0.00018	0.00000	
gene_1058	1.00000	1.00000	1.00000	0.02705	1.00000	1.00000	0.00001	0.00000	
gene_1059	1.00000	1.00000	1.00000	0.81848	0.00026	1.00000	0.13396	0.00075	
gene_1060	1.00000	0.00000	1.00000	0.24500	1.00000	1.00000	0.05825	1.00000	
gene_1061	1.00000	0.00004	1.00000	0.87640	1.00000	1.00000	1.00000	0.00000	
gene_1062	1.00000	0.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	
gene_1063	1.00000	1.00000	1.00000	0.00751	1.00000	1.00000	0.00000	0.00000	
gene_1064	1.00000	1.00000	1.00000	0.39070	1.00000	0.73787	0.02174	0.00000	
gene_1065	1.00000	0.00000	1.00000	0.00236	1.00000	1.00000	0.01528	1.00000	
gene_1066	1.00000	1.00000	1.00000	0.58046	1.00000	1.00000	0.01852	0.00000	
gene_1067	0.51281	1.00000	1.00000	0.20353	1.00000	1.00000	0.00044	0.00000	
gene_1068	0.93578	1.00000	1.00000	0.61227	1.00000	1.00000	0.00001	0.00000	
gene_1069	0.63396	0.00000	1.00000	0.00010	1.00000	1.00000	1.00000	1.00000	
gene_1070	1.00000	1.00000	0.65863	0.21944	1.00000	0.00000	1.00000	1.00000	
gene_1071	1.00000	0.00000	0.82276	0.13373	1.00000	1.00000	0.66921	1.00000	
gene_1072	1.00000	1.00000	1.00000	0.04190	1.00000	1.00000	0.00000	0.00000	
gene_1073	0.87266	0.80229	1.00000	0.00022	0.00000	1.00000	1.00000	1.00000	
gene_1074	1.00000	0.00000	1.00000	0.39715	1.00000	1.00000	0.48958	1.00000	
gene_1075	1.00000	1.00000	0.00047	0.40508	1.00000	1.00000	0.00011	0.00000	
gene_1076	0.47498	1.00000	0.02007	1.00000	1.00000	1.00000	0.00000	0.00000	
gene_1077	0.72602	0.91513	1.00000	0.00003	0.00000	1.00000	1.00000	1.00000	
gene_1078	1.00000	1.00000	1.00000	1.00000	1.00000	0.00000	0.91458	0.00000	
