gene_number	group1	group2	group3	group4	group5	group6	group7	group8
gene_863	1.00000	0.53789	1.00000	1.00000	1.00000	1.00000	1.00000	0.00040	
gene_864	1.00000	0.85545	1.00000	0.36381	0.05316	1.00000	0.90323	1.00000	
gene_865	1.00000	0.95465	0.81818	0.34437	1.00000	0.59395	0.10552	1.00000	
gene_866	0.30101	1.00000	1.00000	0.08185	0.42558	1.00000	0.47489	1.00000	
gene_867	1.00000	1.00000	1.00000	0.10728	1.00000	1.00000	0.00107	1.00000	
gene_868	1.00000	0.17216	1.00000	1.00000	0.63666	1.00000	1.00000	0.01646	
gene_869	0.04734	0.92624	1.00000	0.01027	1.00000	1.00000	1.00000	1.00000	
gene_870	1.00000	0.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	
gene_871	0.82192	0.36942	1.00000	0.00163	1.00000	1.00000	1.00000	0.60127	
gene_872	0.48728	0.92624	0.81818	0.44905	0.87022	1.00000	0.13791	1.00000	
gene_873	0.10162	0.40393	0.41455	0.63363	1.00000	1.00000	1.00000	1.00000	
gene_874	1.00000	0.70097	1.00000	1.00000	1.00000	1.00000	0.18751	0.15009	
gene_875	1.00000	0.71545	1.00000	0.36381	1.00000	0.09726	0.59429	1.00000	
gene_876	1.00000	1.00000	1.00000	0.00267	1.00000	1.00000	0.00771	1.00000	
gene_877	0.00006	1.00000	1.00000	0.19893	0.51943	1.00000	1.00000	1.00000	
gene_878	0.39132	0.01621	1.00000	0.75188	1.00000	1.00000	1.00000	1.00000	
gene_879	0.09586	1.00000	1.00000	0.09468	0.38739	1.00000	0.61905	1.00000	
gene_880	1.00000	1.00000	1.00000	0.00185	1.00000	1.00000	0.00156	1.00000	
gene_881	1.00000	0.00218	1.00000	1.00000	1.00000	1.00000	1.00000	0.49820	
gene_882	0.61386	0.00007	1.00000	0.81967	1.00000	1.00000	1.00000	1.00000	
gene_883	1.00000	0.56730	0.81818	0.75188	1.00000	0.68241	0.64596	1.00000	
gene_884	1.00000	1.00000	0.36827	0.51417	1.00000	1.00000	0.00020	1.00000	
gene_885	0.90226	1.00000	1.00000	0.03109	0.72894	1.00000	0.04466	1.00000	
gene_886	1.00000	0.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	
gene_887	0.54161	0.13358	1.00000	0.90090	1.00000	1.00000	1.00000	0.07344	
gene_888	0.01087	0.72018	1.00000	0.01027	1.00000	1.00000	1.00000	1.00000	
gene_889	0.00000	0.90507	1.00000	1.00000	0.93987	1.00000	1.00000	1.00000	
gene_890	0.35736	0.43111	0.37827	0.44622	1.00000	1.00000	1.00000	1.00000	
gene_891	1.00000	0.41054	1.00000	0.11087	0.74903	1.00000	1.00000	1.00000	
gene_892	1.00000	1.00000	1.00000	1.00000	0.00000	1.00000	1.00000	1.00000	
gene_893	0.11225	1.00000	0.90000	0.00387	1.00000	0.94090	1.00000	1.00000	
gene_894	1.00000	0.06430	0.00033	0.51417	1.00000	1.00000	1.00000	1.00000	
gene_895	1.00000	0.57490	1.00000	0.00229	0.55759	1.00000	1.00000	1.00000	
gene_896	1.00000	1.00000	1.00000	0.07352	0.83414	1.00000	0.00417	1.00000	
gene_897	1.00000	0.96171	0.00066	1.00000	1.00000	1.00000	0.00613	1.00000	
gene_898	0.06542	1.00000	1.00000	0.60653	1.00000	1.00000	0.00415	1.00000	
gene_899	0.90226	1.00000	0.00026	1.00000	1.00000	1.00000	0.00847	1.00000	
gene_900	1.00000	0.20463	1.00000	1.00000	1.00000	1.00000	0.00436	1.00000	
gene_901	1.00000	1.00000	1.00000	0.78000	1.00000	0.00140	0.31005	1.00000	
gene_902	0.01861	1.00000	0.90000	0.00732	1.00000	1.00000	0.10932	1.00000	
gene_903	1.00000	0.05309	0.00586	1.00000	0.66266	1.00000	1.00000	1.00000	
gene_904	1.00000	1.00000	1.00000	0.00230	1.00000	1.00000	0.00073	1.00000	
gene_905	0.48728	1.00000	0.57669	0.33773	0.80092	1.00000	0.05909	1.00000	
gene_906	0.87932	0.09007	1.00000	0.06448	1.00000	1.00000	1.00000	1.00000	
gene_907	1.00000	1.00000	1.00000	1.00000	0.00000	1.00000	1.00000	1.00000	
gene_908	1.00000	0.00000	1.00000	0.81967	1.00000	1.00000	1.00000	1.00000	
gene_909	0.90226	1.00000	0.00041	1.00000	1.00000	1.00000	0.00895	1.00000	
gene_910	0.69767	0.96622	0.00004	0.02922	1.00000	1.00000	1.00000	1.00000	
gene_911	0.00000	1.00000	1.00000	0.00035	1.00000	1.00000	1.00000	1.00000	
gene_912	1.00000	1.00000	1.00000	0.06182	0.13787	1.00000	0.52792	0.00016	
gene_913	1.00000	0.04591	1.00000	1.00000	1.00000	1.00000	0.00604	1.00000	
gene_914	1.00000	0.80380	0.81818	1.00000	1.00000	0.88253	0.00428	1.00000	
gene_915	0.11436	1.00000	0.27317	0.00193	1.00000	0.95380	1.00000	1.00000	
gene_916	1.00000	1.00000	1.00000	0.29877	1.00000	1.00000	0.67532	0.00336	
gene_917	0.09964	1.00000	0.16608	0.00410	1.00000	0.88253	1.00000	1.00000	
gene_918	0.00000	1.00000	1.00000	0.26685	0.92209	1.00000	1.00000	1.00000	
gene_919	0.16543	1.00000	0.22561	0.00345	1.00000	0.46320	1.00000	1.00000	
gene_920	0.54161	0.94057	0.00117	0.43261	0.90957	1.00000	1.00000	1.00000	
gene_921	0.00684	0.71462	0.57669	0.53352	1.00000	1.00000	1.00000	0.72332	
gene_922	1.00000	0.01322	1.00000	0.23582	1.00000	1.00000	0.04074	1.00000	
gene_923	1.00000	0.91705	0.00823	0.03320	1.00000	0.96078	0.90323	1.00000	
gene_924	0.35736	1.00000	0.81818	0.04055	1.00000	1.00000	0.00000	1.00000	
gene_925	1.00000	0.24192	1.00000	0.51417	0.48994	0.50980	0.41359	1.00000	
gene_926	1.00000	0.00021	0.81818	0.19288	1.00000	1.00000	1.00000	1.00000	
gene_927	1.00000	0.69435	1.00000	0.36381	1.00000	0.03013	0.42106	1.00000	
gene_928	1.00000	0.89123	1.00000	1.00000	0.00000	1.00000	1.00000	1.00000	
gene_929	1.00000	1.00000	0.90000	0.00514	0.93987	1.00000	0.00090	1.00000	
gene_930	1.00000	0.00000	1.00000	1.00000	1.00000	1.00000	1.00000	0.90498	
gene_931	0.09493	0.32311	0.90000	0.47239	1.00000	1.00000	1.00000	1.00000	
gene_932	1.00000	1.00000	1.00000	0.12296	1.00000	1.00000	0.00000	1.00000	
gene_933	0.25645	0.00734	1.00000	0.00867	1.00000	1.00000	1.00000	1.00000	
gene_934	1.00000	1.00000	1.00000	0.63363	1.00000	0.47471	0.00000	1.00000	
gene_935	1.00000	0.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	
gene_936	1.00000	0.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	
gene_937	1.00000	0.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	
gene_938	1.00000	1.00000	1.00000	0.81967	1.00000	1.00000	0.79553	0.00000	
gene_939	0.00000	1.00000	1.00000	1.00000	1.00000	1.00000	0.00000	1.00000	
gene_940	1.00000	1.00000	1.00000	1.00000	0.00000	1.00000	1.00000	1.00000	
gene_941	1.00000	0.00805	0.25168	0.38959	1.00000	1.00000	0.29593	1.00000	
gene_942	0.44121	0.37576	1.00000	0.11487	0.65156	1.00000	0.88136	1.00000	
gene_943	0.40367	0.35931	1.00000	0.00024	1.00000	1.00000	1.00000	1.00000	
gene_944	1.00000	1.00000	0.90000	0.13918	0.02131	1.00000	0.11328	1.00000	
gene_945	0.82192	0.08520	1.00000	0.29319	1.00000	1.00000	0.04170	1.00000	
gene_946	0.59258	0.23841	0.05342	0.11363	1.00000	1.00000	1.00000	1.00000	
gene_947	1.00000	1.00000	1.00000	0.63363	1.00000	1.00000	1.00000	0.00000	
gene_948	0.90226	1.00000	0.06873	0.10874	1.00000	0.90161	0.00911	1.00000	
gene_949	1.00000	0.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	
gene_950	0.42966	0.00499	1.00000	0.02726	1.00000	1.00000	1.00000	1.00000	
gene_951	0.75472	0.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	
gene_952	1.00000	1.00000	0.38779	0.11010	0.00000	1.00000	1.00000	1.00000	
gene_953	1.00000	1.00000	1.00000	0.82540	1.00000	0.75743	0.00000	1.00000	
gene_954	1.00000	1.00000	0.90000	1.00000	0.00000	1.00000	1.00000	1.00000	
gene_955	1.00000	0.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	
gene_956	0.00000	1.00000	1.00000	0.01283	1.00000	1.00000	0.14745	1.00000	
gene_957	0.90226	0.84032	0.82276	1.00000	0.00014	1.00000	1.00000	1.00000	
gene_958	1.00000	0.00263	0.90000	1.00000	0.93987	1.00000	0.36958	1.00000	
gene_959	1.00000	0.96938	0.81818	0.01408	0.84322	0.22065	0.41359	1.00000	
gene_960	1.00000	0.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	
gene_961	1.00000	1.00000	1.00000	1.00000	0.00000	1.00000	1.00000	1.00000	
gene_962	0.04995	1.00000	1.00000	0.00001	1.00000	1.00000	0.02692	1.00000	
gene_963	0.09497	0.62981	0.00008	1.00000	1.00000	1.00000	0.34650	1.00000	
gene_964	1.00000	1.00000	1.00000	1.00000	1.00000	0.00000	1.00000	1.00000	
gene_965	1.00000	1.00000	1.00000	0.00608	1.00000	0.01966	0.20080	1.00000	
gene_966	0.05960	0.81007	1.00000	0.90090	1.00000	0.01222	1.00000	1.00000	
gene_967	1.00000	1.00000	1.00000	0.00025	1.00000	0.91364	0.03020	1.00000	
gene_968	1.00000	1.00000	0.00160	1.00000	0.00000	1.00000	1.00000	1.00000	
gene_969	0.00000	1.00000	1.00000	1.00000	1.00000	1.00000	0.00000	1.00000	
gene_970	1.00000	0.00000	1.00000	0.11596	1.00000	1.00000	1.00000	1.00000	
gene_971	1.00000	0.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	
gene_972	1.00000	1.00000	1.00000	1.00000	1.00000	0.00000	1.00000	1.00000	
gene_973	1.00000	1.00000	0.00685	1.00000	0.00000	1.00000	1.00000	1.00000	
gene_974	1.00000	1.00000	1.00000	0.48557	1.00000	1.00000	0.01528	0.00002	
gene_975	1.00000	1.00000	0.24133	0.17927	0.00000	1.00000	1.00000	1.00000	
gene_976	0.20773	0.00074	1.00000	0.28339	1.00000	1.00000	0.30514	1.00000	
gene_977	0.02405	0.42951	1.00000	0.11140	1.00000	1.00000	0.00142	1.00000	
gene_978	1.00000	1.00000	0.73581	0.90090	1.00000	0.00000	1.00000	1.00000	
gene_979	1.00000	1.00000	1.00000	0.48557	0.71153	1.00000	0.00000	1.00000	
gene_980	0.75152	0.00205	0.49102	1.00000	0.76626	1.00000	0.90323	1.00000	
gene_981	1.00000	1.00000	1.00000	0.01068	1.00000	1.00000	0.43076	0.00000	
gene_982	1.00000	0.00001	0.54891	0.09007	1.00000	1.00000	0.61226	1.00000	
gene_983	0.38890	0.00015	0.90000	0.16528	1.00000	1.00000	0.12572	1.00000	
gene_984	1.00000	1.00000	0.00206	0.29821	0.00000	1.00000	1.00000	1.00000	
gene_985	1.00000	0.04795	0.11922	0.87640	1.00000	0.18085	1.00000	1.00000	
gene_986	1.00000	1.00000	1.00000	0.02346	1.00000	1.00000	0.04072	0.00000	
gene_987	1.00000	1.00000	0.01190	1.00000	0.00000	1.00000	1.00000	1.00000	
gene_988	1.00000	1.00000	0.90000	0.00721	0.00000	1.00000	0.39425	1.00000	
gene_989	1.00000	1.00000	0.77686	0.35861	0.00000	0.15891	1.00000	1.00000	
gene_990	0.90226	1.00000	0.01259	0.52767	0.00000	1.00000	1.00000	1.00000	
gene_991	1.00000	1.00000	1.00000	0.90090	0.00000	1.00000	0.02253	1.00000	
gene_992	0.00000	1.00000	0.90000	0.87640	1.00000	0.01228	0.90329	1.00000	
gene_993	1.00000	1.00000	0.27140	0.05957	1.00000	0.39902	0.00439	1.00000	
gene_994	1.00000	1.00000	1.00000	0.05625	1.00000	1.00000	0.04751	0.00000	
gene_995	0.05734	0.00000	1.00000	0.12890	1.00000	1.00000	1.00000	1.00000	
gene_996	0.72668	0.75168	0.90000	0.23086	1.00000	1.00000	0.01571	0.03981	
gene_997	1.00000	0.00000	0.81818	1.00000	1.00000	1.00000	1.00000	1.00000	
gene_998	1.00000	1.00000	1.00000	1.00000	1.00000	0.00000	1.00000	1.00000	
gene_999	1.00000	1.00000	1.00000	0.29833	1.00000	0.00000	1.00000	1.00000	
gene_1000	0.90226	1.00000	0.00211	0.69581	0.00002	1.00000	1.00000	1.00000	
gene_1001	1.00000	1.00000	1.00000	1.00000	1.00000	0.00000	1.00000	1.00000	
gene_1002	1.00000	1.00000	1.00000	0.00023	0.49510	1.00000	0.12911	0.18462	
gene_1003	0.28005	1.00000	0.61105	1.00000	0.00000	1.00000	0.00964	1.00000	
gene_1004	0.93578	0.00000	0.90000	1.00000	1.00000	1.00000	1.00000	1.00000	
gene_1005	1.00000	1.00000	0.32992	1.00000	1.00000	0.00000	1.00000	1.00000	
gene_1006	0.37901	0.00001	1.00000	0.18683	1.00000	1.00000	0.00608	1.00000	
gene_1007	0.70266	1.00000	1.00000	0.68890	1.00000	1.00000	0.00192	0.00000	
gene_1008	1.00000	1.00000	0.00557	0.64166	0.00000	1.00000	1.00000	1.00000	
gene_1009	1.00000	1.00000	0.01562	1.00000	0.00000	1.00000	0.79553	1.00000	
gene_1010	1.00000	0.00000	1.00000	1.00000	0.70197	0.07155	1.00000	1.00000	
gene_1011	1.00000	1.00000	1.00000	0.71319	1.00000	1.00000	0.09972	0.00000	
gene_1012	0.23101	1.00000	0.81818	0.01783	1.00000	1.00000	0.90329	0.00000	
gene_1013	0.00336	1.00000	1.00000	0.11146	0.84322	1.00000	0.00407	1.00000	
gene_1014	0.41606	0.00441	0.03418	0.00526	1.00000	1.00000	1.00000	1.00000	
gene_1015	0.90226	0.00107	1.00000	0.33251	1.00000	1.00000	0.02768	1.00000	
gene_1016	0.01300	0.02205	0.41643	0.29194	1.00000	1.00000	0.73310	1.00000	
gene_1017	1.00000	1.00000	1.00000	0.40365	1.00000	1.00000	0.00000	0.00000	
gene_1018	0.65281	1.00000	1.00000	0.39851	1.00000	1.00000	0.00548	0.00000	
gene_1019	1.00000	0.00097	1.00000	1.00000	0.78903	0.20612	1.00000	1.00000	
gene_1020	1.00000	0.00000	1.00000	0.66327	1.00000	1.00000	1.00000	1.00000	
gene_1021	0.13655	0.14467	1.00000	1.00000	0.96372	1.00000	1.00000	0.60079	
gene_1022	1.00000	0.00000	1.00000	0.64166	1.00000	1.00000	1.00000	1.00000	
gene_1023	1.00000	1.00000	1.00000	0.06870	1.00000	1.00000	0.00000	0.00000	
gene_1024	1.00000	1.00000	0.93300	0.93413	1.00000	1.00000	0.00640	0.00000	
gene_1025	1.00000	1.00000	0.62876	0.02518	0.00008	0.23231	1.00000	1.00000	
gene_1026	1.00000	0.00003	1.00000	0.90090	1.00000	0.31850	1.00000	1.00000	
gene_1027	0.90226	1.00000	0.01360	0.74812	0.00000	1.00000	1.00000	1.00000	
gene_1028	1.00000	1.00000	1.00000	0.93413	1.00000	1.00000	0.04588	0.00000	
gene_1029	1.00000	0.00000	1.00000	0.71729	1.00000	1.00000	1.00000	1.00000	
gene_1030	0.54693	0.97497	1.00000	1.00000	1.00000	1.00000	1.00000	0.00000	
gene_1031	1.00000	1.00000	1.00000	0.06012	1.00000	1.00000	0.00361	0.00000	
gene_1032	0.61012	0.00022	1.00000	0.02425	1.00000	1.00000	0.00866	1.00000	
gene_1033	0.05095	0.97614	1.00000	0.40652	0.00000	1.00000	0.79553	1.00000	
gene_1034	1.00000	0.00000	1.00000	0.93413	1.00000	1.00000	1.00000	1.00000	
gene_1035	0.00013	0.00000	1.00000	0.87640	1.00000	1.00000	1.00000	1.00000	
gene_1036	0.04419	0.00200	1.00000	0.03079	1.00000	1.00000	0.41620	1.00000	
gene_1037	1.00000	0.10927	1.00000	1.00000	1.00000	1.00000	0.93694	0.00000	
gene_1038	0.16375	0.00463	1.00000	0.08305	1.00000	1.00000	0.61406	1.00000	
gene_1039	0.73826	1.00000	1.00000	0.29730	1.00000	1.00000	0.00034	0.00000	
gene_1040	1.00000	0.00000	1.00000	0.13466	1.00000	1.00000	1.00000	1.00000	
gene_1041	0.41230	0.41587	1.00000	1.00000	0.65758	1.00000	0.58146	0.03062	
gene_1042	0.93578	0.00000	1.00000	0.59760	1.00000	1.00000	0.06249	1.00000	
gene_1043	1.00000	1.00000	0.01945	0.61885	0.00000	1.00000	1.00000	1.00000	
gene_1044	1.00000	1.00000	1.00000	0.00751	1.00000	1.00000	0.00000	0.00000	
gene_1045	1.00000	1.00000	0.00066	0.18865	0.00000	1.00000	1.00000	1.00000	
gene_1046	1.00000	1.00000	1.00000	0.74812	1.00000	1.00000	0.73544	0.00000	
gene_1047	0.57569	0.00000	0.58975	1.00000	1.00000	1.00000	1.00000	1.00000	
gene_1048	0.32822	0.00000	0.90000	1.00000	1.00000	1.00000	0.39279	1.00000	
gene_1049	1.00000	1.00000	1.00000	0.08206	1.00000	1.00000	0.00004	0.00000	
gene_1050	1.00000	1.00000	1.00000	0.13763	1.00000	1.00000	0.00000	0.00000	
gene_1051	1.00000	1.00000	1.00000	0.10792	1.00000	1.00000	0.00001	0.00000	
gene_1052	1.00000	1.00000	0.02903	1.00000	0.00000	1.00000	1.00000	0.00000	
gene_1053	0.93578	0.00000	1.00000	0.03697	1.00000	1.00000	1.00000	1.00000	
gene_1054	0.90226	1.00000	1.00000	0.00206	1.00000	1.00000	0.00002	0.00000	
gene_1055	1.00000	1.00000	1.00000	0.00748	1.00000	1.00000	0.00002	0.00000	
gene_1056	0.00098	0.00014	1.00000	0.81848	1.00000	1.00000	1.00000	0.96231	
gene_1057	0.38157	1.00000	1.00000	0.45857	1.00000	1.00000	0.00001	0.00000	
gene_1058	1.00000	1.00000	1.00000	0.00460	1.00000	1.00000	0.00000	0.00000	
gene_1059	1.00000	1.00000	1.00000	0.66622	0.00536	1.00000	0.03061	0.00085	
gene_1060	1.00000	0.00000	1.00000	0.71176	1.00000	1.00000	0.01159	1.00000	
gene_1061	1.00000	0.00023	1.00000	1.00000	1.00000	1.00000	1.00000	0.00000	
gene_1062	1.00000	0.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	
gene_1063	1.00000	1.00000	1.00000	0.03761	1.00000	1.00000	0.00001	0.00000	
gene_1064	1.00000	1.00000	1.00000	0.57585	1.00000	0.88438	0.00815	0.00000	
gene_1065	1.00000	0.00000	1.00000	0.00032	1.00000	1.00000	0.04386	1.00000	
gene_1066	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	0.17717	0.00000	
gene_1067	0.26090	1.00000	1.00000	0.18086	1.00000	1.00000	0.00043	0.00000	
gene_1068	1.00000	1.00000	1.00000	0.51681	1.00000	1.00000	0.00000	0.00000	
gene_1069	0.33962	0.00000	1.00000	0.00085	1.00000	1.00000	1.00000	1.00000	
gene_1070	1.00000	1.00000	0.89427	0.26075	1.00000	0.00000	1.00000	1.00000	
gene_1071	0.93578	0.00000	0.82276	0.33251	1.00000	1.00000	0.36571	1.00000	
gene_1072	1.00000	1.00000	1.00000	0.00765	1.00000	1.00000	0.00001	0.00000	
gene_1073	0.72602	0.85140	1.00000	0.00003	0.00000	1.00000	1.00000	1.00000	
gene_1074	1.00000	0.00000	1.00000	0.28775	1.00000	1.00000	0.59633	1.00000	
gene_1075	1.00000	1.00000	0.00043	0.31174	1.00000	1.00000	0.00018	0.00000	
gene_1076	0.63861	1.00000	0.18215	1.00000	1.00000	1.00000	0.00000	0.00000	
gene_1077	0.87266	0.89026	1.00000	0.00015	0.00000	1.00000	1.00000	1.00000	
gene_1078	1.00000	1.00000	1.00000	1.00000	1.00000	0.00000	0.80006	0.00000	
gene_1079	1.00000	1.00000	1.00000	0.58315	1.00000	0.75277	0.00000	0.00000	
gene_1080	0.70126	0.00000	0.00324	0.35492	1.00000	1.00000	1.00000	1.00000	
gene_1081	0.01693	0.00001	0.00680	0.21966	1.00000	1.00000	1.00000	1.00000	
gene_1082	1.00000	0.00006	1.00000	0.87640	1.00000	1.00000	1.00000	0.00000	
gene_1083	1.00000	0.00000	1.00000	0.69581	1.00000	1.00000	0.41050	1.00000	
gene_1084	0.05873	0.00000	1.00000	0.02654	1.00000	1.00000	1.00000	1.00000	
gene_1085	1.00000	1.00000	1.00000	0.71176	1.00000	0.48737	0.00001	0.00000	
gene_1086	1.00000	1.00000	0.07203	1.00000	1.00000	0.00000	0.43997	1.00000	
gene_1087	0.59687	1.00000	1.00000	0.55518	1.00000	0.00000	0.00002	1.00000	
gene_1088	0.04818	1.00000	0.23420	1.00000	1.00000	0.09608	0.00055	1.00000	
gene_1089	0.93578	0.78274	0.23420	0.89694	0.00000	1.00000	1.00000	1.00000	
gene_1090	0.00080	0.00000	1.00000	0.38959	1.00000	1.00000	1.00000	1.00000	
gene_1091	1.00000	1.00000	0.78782	0.27120	0.08723	1.00000	1.00000	0.00000	
gene_1092	1.00000	1.00000	0.94419	0.56874	0.00000	0.00832	1.00000	1.00000	
gene_1093	0.13832	1.00000	1.00000	0.02265	1.00000	1.00000	0.00002	0.00000	
gene_1094	1.00000	0.85500	1.00000	0.01296	1.00000	0.00000	1.00000	1.00000	
gene_1095	1.00000	0.05387	1.00000	1.00000	0.00000	0.64745	1.00000	1.00000	
gene_1096	1.00000	1.00000	0.63984	0.03401	0.00548	0.73787	0.53220	1.00000	
gene_1097	1.00000	1.00000	1.00000	1.00000	0.00000	1.00000	0.14928	0.00000	
gene_1098	1.00000	0.04579	1.00000	1.00000	0.00000	0.34401	1.00000	1.00000	
gene_1099	1.00000	1.00000	0.22504	0.81848	0.00000	1.00000	0.01504	0.00075	
gene_1100	0.33877	0.91864	0.14274	0.28030	0.53279	0.90935	0.26658	1.00000	
gene_1101	0.90226	1.00000	1.00000	0.00816	1.00000	1.00000	0.03169	0.00000	
gene_1102	0.18419	0.00001	1.00000	0.67271	1.00000	1.00000	0.35445	1.00000	
gene_1103	0.00081	0.01521	1.00000	0.00237	1.00000	1.00000	0.00405	1.00000	
gene_1104	1.00000	0.00004	1.00000	1.00000	1.00000	1.00000	1.00000	0.00000	
gene_1105	0.15167	1.00000	0.11396	0.05537	0.00000	1.00000	0.55034	1.00000	
gene_1106	1.00000	1.00000	0.03123	0.09769	0.00003	1.00000	1.00000	0.00000	
gene_1107	0.54984	1.00000	0.21627	0.02821	1.00000	0.00000	0.27547	1.00000	
gene_1108	1.00000	1.00000	0.43378	1.00000	0.00004	0.00000	1.00000	1.00000	
gene_1109	0.87266	0.00000	1.00000	1.00000	0.96659	1.00000	1.00000	1.00000	
gene_1110	1.00000	0.89281	0.93300	0.07499	1.00000	0.00000	0.95538	1.00000	
gene_1111	0.01353	1.00000	1.00000	0.10890	0.00000	1.00000	0.10149	1.00000	
gene_1112	0.72602	1.00000	0.00112	0.09554	0.00025	0.84545	0.36371	1.00000	
gene_1113	0.00016	0.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	
gene_1114	1.00000	0.00460	1.00000	0.90090	0.00000	0.67334	1.00000	1.00000	
gene_1115	1.00000	1.00000	1.00000	0.16368	0.00000	1.00000	0.30126	0.00000	
gene_1116	1.00000	0.21032	1.00000	1.00000	0.00000	1.00000	1.00000	1.00000	
gene_1117	0.19408	1.00000	0.36877	0.05867	0.00000	0.82435	1.00000	1.00000	
gene_1118	0.00026	0.00000	0.02115	0.49476	1.00000	1.00000	1.00000	1.00000	
gene_1119	0.07766	0.00011	0.01455	0.19098	1.00000	1.00000	1.00000	1.00000	
gene_1120	1.00000	1.00000	0.89427	0.57585	1.00000	0.00752	0.01101	0.02244	
gene_1121	0.33164	0.00000	1.00000	0.14358	1.00000	1.00000	1.00000	1.00000	
gene_1122	0.93578	0.09515	1.00000	1.00000	0.00000	0.93142	1.00000	1.00000	
gene_1123	0.00172	0.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	
gene_1124	0.10996	0.00000	1.00000	0.03809	1.00000	1.00000	0.00018	1.00000	
gene_1125	1.00000	0.00001	1.00000	0.75098	1.00000	1.00000	1.00000	0.00000	
gene_1126	0.94777	0.00000	1.00000	0.20607	0.00002	1.00000	1.00000	1.00000	
gene_1127	1.00000	1.00000	1.00000	0.12428	0.00000	1.00000	0.86467	0.00000	
gene_1128	0.00206	0.00000	1.00000	1.00000	0.96659	1.00000	1.00000	1.00000	
gene_1129	1.00000	1.00000	0.21954	1.00000	0.00000	0.00000	1.00000	1.00000	
gene_1130	0.08027	0.00000	1.00000	0.81848	1.00000	1.00000	0.00003	1.00000	
gene_1131	0.00295	0.00573	1.00000	0.00049	1.00000	1.00000	0.06066	1.00000	
gene_1132	1.00000	0.00000	1.00000	1.00000	1.00000	0.00000	1.00000	1.00000	
gene_1133	1.00000	1.00000	0.02939	1.00000	0.00013	0.00000	1.00000	1.00000	
gene_1134	1.00000	0.00000	0.93300	1.00000	1.00000	1.00000	0.88168	0.00000	
gene_1135	0.00348	1.00000	1.00000	0.00096	1.00000	1.00000	0.00004	0.00000	
gene_1136	0.93578	0.01332	1.00000	0.26599	0.06539	1.00000	1.00000	0.00856	
gene_1137	0.07006	0.00000	1.00000	0.03987	1.00000	1.00000	0.66971	1.00000	
gene_1138	0.23076	0.00000	1.00000	0.10253	1.00000	1.00000	1.00000	1.00000	
gene_1139	1.00000	0.00000	1.00000	0.94567	1.00000	1.00000	1.00000	1.00000	
gene_1140	0.00147	0.00000	1.00000	0.03029	1.00000	1.00000	1.00000	1.00000	
gene_1141	0.00047	0.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	
gene_1142	0.00151	0.00000	1.00000	0.94567	1.00000	1.00000	1.00000	1.00000	
gene_1143	0.00439	0.00000	1.00000	0.00159	1.00000	1.00000	1.00000	1.00000	
gene_1144	0.00002	1.00000	0.03762	0.00138	0.00052	1.00000	1.00000	1.00000	
gene_1145	1.00000	0.00000	1.00000	1.00000	1.00000	0.00000	1.00000	1.00000	
gene_1146	0.69374	1.00000	0.00588	0.29708	0.00000	0.91956	1.00000	1.00000	
gene_1147	1.00000	0.73521	0.00115	1.00000	0.00029	0.94080	1.00000	1.00000	
gene_1148	1.00000	0.35827	0.94889	0.43692	1.00000	0.00000	0.46584	1.00000	
gene_1149	0.00174	0.00000	1.00000	0.20805	1.00000	1.00000	0.05377	1.00000	
gene_1150	0.00920	0.00000	1.00000	0.39215	1.00000	1.00000	1.00000	1.00000	
gene_1151	0.00085	1.00000	1.00000	0.00027	1.00000	1.00000	0.00012	0.00000	
gene_1152	0.13949	0.00000	0.27030	0.34718	1.00000	1.00000	1.00000	1.00000	
gene_1153	0.00146	1.00000	1.00000	0.00175	1.00000	1.00000	0.00001	0.00000	
gene_1154	0.22809	1.00000	0.53510	0.04591	0.00000	0.87720	1.00000	1.00000	
gene_1155	1.00000	1.00000	0.08746	0.94567	1.00000	0.00012	0.58332	0.00000	
gene_1156	1.00000	1.00000	0.01318	1.00000	0.00000	1.00000	0.24612	0.00000	
gene_1157	1.00000	0.00000	1.00000	1.00000	1.00000	0.00000	1.00000	1.00000	
gene_1158	0.94777	1.00000	0.94419	0.24427	1.00000	1.00000	0.00098	0.00000	
gene_1159	0.00150	0.00000	1.00000	0.26599	1.00000	1.00000	1.00000	1.00000	
gene_1160	1.00000	1.00000	0.72727	0.62272	0.00291	1.00000	0.04597	0.00665	
gene_1161	1.00000	1.00000	0.77305	0.00208	1.00000	0.00000	1.00000	1.00000	
gene_1162	0.01990	0.92129	0.77597	0.03573	1.00000	0.23978	0.95888	1.00000	
