Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Metabolism	1/1615	0.9999960472432221	1.0	0	0	0.05869147359617332	2.3199357856913254E-7	LIAS
